,job_title,location,salary_range,job_description
525,data analyst,"Washington, DC",$51K - $107K (Glassdoor est.)," Job Description

 The Data Analyst shall provide administrative support for the SEVIS Voice over IP (VoIP) and CRM tools.

 Key Tasks and Responsibilities

 · Provide comprehensive data analytics, reporting and timely responses to ad hoc data calls.

· Lead and manage data mining projects, analyze problems and make oral presentation to federal and contract management staff regarding transforming raw data into useful information for data-driven decisions.

· Proactively coordinate communication and collaboration among Contact Center workstreams (Operations, Training, QA, Communications, Systems) to identify dependencies and interdependencies and opportunities to improve standard operating procedures.

· Collaborate effectively with contracting partners and Federal staff.

· Perform statistical, quantitative and qualitative analyses using analytic software tools and applications, relational databases, statistical modeling and regression analysis to develop strategic insights.

· Provide clear leadership, technical direction and guidance to all levels of staff.

· Support and execute all non-Key Personnel duties as needed.

· Provide clear directions and instructions pertaining to SEVP regulations (8 CFR 214.2 and 214.3).
 Education & Experience

 · Bachelor's degree in Computer Science, Business or Marketing with a related technical discipline

· Five (5) years of experience that depict clear and detailed hands-on experience

· Contact Center operations software (for example, Avaya, Genesys, NICE, Cisco).

· Experience with Automatic Call Distributors (ACD).

· Experience with Interactive Voice Response (IVR).

· Experience with WFM systems and software.

· Experience with Knowledge base software.

· Experience with QA analysis software (Tableau, Excel, Access, etc.)

· Experience with relational databases, SQL query tools and data presentation software.

· Desired: Experience with Contact Center specific data tools such as Oracle EOM.

· Desired: Integration experience with third party applications, requirements gathering, data modeling, API integration and specifications for new web applications.

 Certifications

 · HDI Customer Service Representative Certification within 30 days of hire

 Security Clearance

 · ICE Suitability

 Other (Travel, Work Environment, DoD 8570 Requirements, Administrative Notes, etc.)

 ·

 EOE AA M/F/Vet/Disability

EEO is the Law: http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf
"
526,data analyst,"Indianapolis, IN",$41K - $73K (Glassdoor est.),"JOB SUMMARYThe primary role is to provide report development, report generation, data collection and research as needed for routine and ad-hoc reportrequests. Will provide successful strategies and programming to facilitate the implementation of Community Employer Health products andservices for corporate clients. Will work collaboratively as part of the Community Employer Health team to facilitate tracking of servicesdelivered, as well as, performance improvement metrics and strategies.EDUCATION4 year / Bachelor's Degree Bachelor’s Degree required in Business, Health Promotion, Behavioral Science or Information Technology.Master’s Degree preferred. (Required)EXPERIENCE3+ years: Three (3) to five (5) years experience in data management; two years experience with Master’s Degree. Experience inhealthcare or a related industry highly preferred. (Required)ESSENTIAL FUNCTIONSEnsure accurate product launchMaintain current knowledge or vendor applicationMonitor report accuracyCreate and customizes employer group reportsResponsible for all Health Risk Assessment and modifiable lifestyle data managementWork collaboratively with Sales Team members on presentation of HRA reports to clientsWork with Sales Team members to insure data files needed for corporate clients are correct and delivered in a timely mannerCreate and customize employer group reportsWork with Sales Team as needed to customize additional reports requested by corporate employer customerWork collaboratively with Sales Team members on presentation of biometric screening reports to clientsCommunity Health Network Medical Benefit Screening:Assist with set up of data collectionFacilitate data entry into Network electronic medical recordWork collaboratively with multi-disciplinary task force for reporting and interpretation of medical benefits screening resultsQuery and report behavior change data from individual Health Risk Assessments and Personal Wellness Coaching (PWC) clientsRisk stratifies PWC participantsFacilitates data transmission into the Network’s electronic medical record systemResponsible for data mining of all Community Employer Health managed databases for the creation of client-specified reports.In conjunction with Director, Data Reporting and Technology, create monthly, quarterly and/or annual internal and external reports.These reports include but are not limited to: MedCheck, Occupational Health, Infusion, Corporate On-Site, Primary Care On-Site,Personal Wellness Coaching and School-Based Nursing–related reportsPerform statistical analysis of data sets as appropriateWork in collaboration with Community Employer Health Performance Improvement teams to collect, analyze, interpret, report and actupon internal dataWork collaboratively as needed with the Network’s Performance Improvement TeamQUALIFICATIONS (KNOWLEDGE, SKILLS & ABILITIES)Expert data management skills including advanced proficiency in Microsoft database programs, Crystal Reports and SQL databases.Knowledge of, and ability to apply, performance improvement philosophy and strategies.Ability to manage multiple activities and prioritize appropriately.Possess strong verbal and written communication skills.Demonstrated ability to be a team player.Project management skills.Demonstrated continuous professional development.Current knowledge of health promotion and prevention trends.Working knowledge of statistics principles."
527,data analyst,"Milpitas, CA",$59K - $97K (Glassdoor est.),"DescriptionPosition Title: Data AnalystEvery year, tens of thousands of events – ranging from natural disasters to factory fires to health epidemics – shut down manufacturing and wreak havoc on global supply chains. We believe a resilient supply chain is good for everyone: it keeps product flowing, the world moving, and most importantly, people in their jobs.Resilinc’s supply chain risk management services enable organizations to have instant visibility into supply chain disruptions and act quickly to minimize them. Our customers include over 100 of the world’s leading organizations including IBM, General Motors, Boston Scientific, and Western Digital.Resilinc is well-funded, profitable, and shows no signs of slowing down. We run lean, work fast, and pivot quickly to accommodate our customers and keep supply chains moving.Essential Duties and ResponsibilitiesBuild necessary SQL tables to be used for visualizationCreate SQL views, queries, and stored procedures to make data usable throughout the departmentMine data to be used for modeling, analysis, and visualizationsUtilize data to find statistically significant correlations to be utilizedNatural Language Processing: the interactions between computers and humans;Machine learning: using computers to improve as well as develop algorithms;Conceptual modelling: to be able to share and articulate modelling;Statistical analysis: to understand and work around possible limitations in models;Predictive modelling: most of the big data problems are towards being able to predict future outcomes;Hypothesis testing: being able to develop hypothesis and test them with careful experimentOther duties as assigned Knowledge, Skills and Experience RequiredMasters or bachelor’s degree in computer science or computer engineering1-2 years of experience / school project work developing object-oriented software using Java, Python, or JavaScript requiredExperience with Angular2 or other JavaScript frameworks desirableSQL development experience desirableFlexible and willing to accept changes in priorities as necessaryBenefits to YouCompetitive salary based on experience and skills401(k) retirement planStock OptionsComprehensive health, vision, dental insuranceWork with driven and enthusiastic colleagues in a fast-paced and entrepreneurial environment, the opportunity to work on problems that matter in a highly collaborative environment.And much moreSo, if you're an accomplished & passionate individual, please apply now! Interviews are ongoing!A diverse and inclusive workplace where we learn from each other is an integral part of Resilinc’s culture. We actively welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a great place to work"
528,data analyst,"Stockton, CA",None,"DescriptionHOW WE'RE MAINTAINING A SAFE WORK ENVIRONMENTThese are some of the ways we're maintaining a safe work environment at Simpson Strong-Tie.Sanitizing: Increased cleaning and disinfecting of facilitiesTemperature Testing: Regular temperature testingHand Sanitizer and Wipes: Providing hand sanitizer and wipes throughout our facilitiesFace Coverings: Providing face coverings for employeesSocial Distancing: Maintaining 6 feet of distanceLimited Guests and Vendors: Limiting guests and vendors to those who are essential onlyExtended Sick Pay: Encouraging employees to stay home when sickTravel: Banning the use of public transportation for business purposes, when possibleBE A MAKERAt Simpson Strong-Tie, there’s a common thread connecting the people who work here: the drive to make things better and figure out how to get it done. We call it the Maker mindset. For over 60 years, our employees have fostered a collaborative workplace where people are engaged in creative thinking from the first day on the job onward. No matter what role you’re in — from production, to sales, to engineering — you’ll contribute to the growth and success of the company by having a Maker mindset.When you think of the best a family has to offer — support, collaboration and respect — that's what we value. When there's a win, we'll cheer you on. When there's a snag, coworkers step in to help you out. Working on solutions together is just the way we do things here, and that creates an atmosphere that often feels like home.You'll work alongside talented, passionate, dedicated, humble and genuinely kind people who are all contributing to our shared mission: to provide solutions that help people design and build safer, stronger structures. It's this mission and our strong people-focused values that have made Simpson Strong-Tie a unique place to work — a place where you can connect, create and build your career. We invite you to learn more about our culture and why our employees are our most loyal customers.YOUYou want to be an important member of a strong team of other makers who take pride in their work and support each other. As a Data Analyst, you will be responsible for providing ongoing support and development of reporting and analysis tools for the Branch. You will also develop and improve business processes. If career growth is important to you, we not only know how to help you with that, it’s what we love to do: https://youtu.be/PUqzuWryYcU.WHAT YOU’LL BE DOING (of Time)Provide ongoing support and development of reporting and analysis tools; develop, support and improve business processes. Work with leadership to outline the specific data needs for each business project. Provide analytical support and actionable insight to local departments, as needed. (50%)Research and resolve variances in data/reporting while communicating with leadership. Use statistical methods to analyze data and generate useful business reports. Identify and recommend new ways to save money by streamlining business processes. (30%)Provide support to leadership through financial/management reporting analyses. Develop and train end users on new reports and dashboards. Provide technical expertise on data storage structures, data mining, and data cleansing. (20%)DESIRED SKILLS AND EXPERIENCEIf you can do everything listed above, you’ve got what it takes. Perhaps some of the following would be helpful too:Undergraduate degree (BS/BA) in business or an equivalent combination of education and experience preferred4+ years experience related experience or training in Data Analytics role with relevant business experienceMathematical Reasoning: Apply concepts such as fractions, percentages, ratios, and proportions to practical situationsProblem Solving: Solve practical problems and deal with a variety of situations where only limited standardization existsTeamwork: Work with other team members to accomplish group goalsResults Focus & Initiative: Multi task and take initiative in a challenging, fast-paced environmentMS Excel: Strong knowledge of MS ExcelSystems: Working knowledge of ERP systems and BI/BW Analysis reports SAP preferredBI Reporting Tools: Working knowledge of use of reporting tools to create business dashboardsCRM: Experience with Salesforce and analytics applications preferredData Analysis: Ability to synthesize and simplify complex input dataTRAVEL REQUIREDThis job does not require travel.WORK STATUS & LOCATIONThis is a full-time, exempt position located in Stockton, CA.RELOCATIONRelocation is not available for this position.In keeping with the Company's commitment to the communities in which it does business, we are an equal opportunity employer. This means that to the fullest extent required by local law, employment decisions are based on merit and business needs and not on race, color, citizenship status, national origin, ancestry, sex, gender (which state law may define to include gender identity/expression, transgender identity, pregnancy, childbirth or related medical condition, and gender stereotyping), sexual orientation, age, religion, creed, physical or mental disability, genetic information, medical condition, covered marital status, protected veteran status, or any other basis protected by applicable law.Please note all job offers are contingent upon a successful background investigation and drug test.#NowHiring #GetHired #Hiring #HiringNow"
529,data analyst,"South Boston, MA",$41K - $77K (Glassdoor est.),"OverviewPosition : Data AnalystLocation: Boston, MADuation: Full timeInterview: F2FJD:3-5 years experience in data analysis. Solid SQL skills."
530,data analyst,"Chantilly, VA",None,"Syntelligent Analytic Solutions, LLC, a SDVOSB and HUBZone Small Business Concern, is a professional services and consulting firm catering to Government and private sector customers. We provide highly qualified professionals who work in partnership with our clients to provide unique, creative and innovative professional, management and technical services and solutions in the areas of: Program Management & Support, Analytic & Intelligence Operations, Information Technology, Security Operations and Business Consulting.Syntelligent is seeking a Data Analyst - Mid with active TS/SCI clearance and current CI Poly (preferred) for an awarded/funded contract in support of a government customer in Chantilly, VA. Primary Responsibilities:The Data Analyst - Mid is responsible for operating and enabling comprehensive, scalable, flexible, and rigorous Artificial Intelligence (AI) and Machine Learning (ML) ready analytic data environment for a key player in the IC. • Works in cross-functional teams with data at all stages of the analysis lifecycle to derive actionable insight. • Translates mission needs into an end-to-end analytical approach to achieve results. • Performs the pre-analytics areas of data collection and understanding, data cleansing and integration, and data storage and retrieval. • Determines the appropriate analytics based on the data and the desired outcomes, using techniques including feature detection, statistics, data mining, predictive modeling, machine learning, natural language processing, and business intelligence. • Interprets the validity of results and communicates the meaning of those results. Has familiarity with data wrangling, analytics, and visualization software and programming languages, including analytics methods for big data. • Follows a scientific approach to generate value from data, verifying results at each step. • Complete understanding and wide application of technical principles, theories, and concepts in the field. • General knowledge of other related disciplines. • Provides direction to employees according to established policies and management guidance. • Provides technical solutions to a wide range of difficult problems where analysis of data requires evaluation of identifiable factors. • Solutions are imaginative, thorough, practicable and consistent with organization objectives. • Independently determines and develops approach to solutions.Required Skills:Bachelors degree and four (4) years or more experience; Masters and zero years or more experience (but must have experience listed below).At least two (2) years demonstrated experience working with Machine Learning, Pattern Recognition, Python, C, C++, Git, Atlassian Suite, Subversion, Statistical Learning, Probability Theory, Linear Algebra, etc.(REQUIRED) Active TS/SCI clearance and current CI Poly (or ability to obtain prior to hiring). IAT Level II or III Certification is highly desired.(MAY BE REQUIRED) Current Intelligence Fundamentals Professional Certification (IFPC) (or higher DIE Certification such as GPC-F) or ability to obtain it within 90 days of hire (https://dodcertpmo.defense.gov/IFPC/). Online applications only. No phone calls or emails.  “The likely salary range for this position is $90,000 - $95,000. This is not, however, a guarantee of compensation or salary; rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range.” When we review candidates' information, we are looking for the best matches for the position based on the qualifications listed in the job posting. If your skills and experience appear to match an open position, a recruitment services professional or a hiring manager may contact you. Syntelligent Analytic Solutions, LLC is an Equal Employment Opportunity and Affirmative Action employer. It is the policy of the company to provide equal employment opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation and gender identity or expression, national origin or protected veteran status and will not be discriminated against on the basis of disability. If you are a qualified disabled veteran or individual with a disability and need reasonable accommodation to use or access our online system, please contact our Human Resources at 540-736-4570, Extension #2. "
531,data analyst,"Fort Walton Beach, FL",$31K - $58K (Glassdoor est.),"Titan Technologies is seeking Junior Data Collection Analysts to be based at our customer site in Fort Walton Beach, FL. The opportunities will be available in the 2nd quarter of 2021 and require individuals to complete a thorough background check through the Bureau of Labor Statistics. In this role, you’ll be making outbound calls enrolling companies into a voluntary government survey and then collecting data on a monthly basis. Qualified candidates must have excellent telephone skills and be able to communicate clearly and concisely to meet monthly call obligations. We offer a full benefits package, a great work environment and growth opportunities with our promote from within policy. Working hours will be Monday through Friday, no evenings or weekends required.Interested? Read on for more details!Your typical duties shall include, but are not limited to:Enrolling companies into the BLS voluntary government survey.Asking questions in accordance with instructions to obtain various specified information from each category via interviews and other approved means.Processing confidential data records obtained through telephone interviews or other approved means.Reviewing data for completeness and accuracy, as well as performing reasonableness testing in accordance with established standards.Identifying and resolving inconsistencies in respondents’ responses by means of appropriate questioning or explanation.Identifying and reporting problems in obtaining valid data.Interpreting numerical data, reviewing error messages and correcting data where applicable.Answering incoming calls and emails from respondents promptly and courteously.Performing non-response prompting and ready to report calls.Performing edit reconciliation of self-reported data.Establishing a rapport with potential respondents.Adhering to daily, weekly, and monthly deadlines and quotas.You must have:High school diploma or equivalent and two years of relevant experience.Two years’ experience using Microsoft Office suite or equivalent software.Demonstrated experience using the internet for research.Displays excellent oral and written communication skillsStrong interpersonal skills and the ability to communicate clearly and effectivelyBasic math skillsPreferred ExperienceCall center, strong customer service and sales experience, preferredConsistent work history and excellent attendance recordBilingual (Spanish/English) skills - reading/writing/speaking a plusExcellent persuasive/negotiation skillsWorking Conditions/Physical Requirements:Works in an office setting with a fast paced and performance-oriented environment.Required to use hands and fingers to handle, feel, or operate objects, tools or controls; reach with hands and arms; talk; twist; bend; remain stationery for extended periods of time; see, read, comprehend and manipulate computer screens; communicate via computer and telephone; and travel to various locations throughout the office.Company Description:Titan Technologies, LLC and our wholly owned subsidiaries, TelaForce, LLC and Titan Facilities, Inc., design, build, integrate, and manage innovative solutions and software applications. Our remarkable people, working collaboratively under a shared vision, have earned a reputation with our customers for delivering results with maximum impact. Sound intriguing? Consider Titan Technologies for the next step in your career journey and be part of an impactful team!Titan is proud to be a Service-Disabled Veteran Owned Small Business.Equal Opportunity Employer/Protected Veterans/Individuals with DisabilitiesThe contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)Job Type: Full-timePay: $14.20 per hourJob Type: Full-timePay: $14.20 per hourEducation:High school or equivalent (Preferred)Experience:Customer Service: 1 year (Required)Work Location:One locationWork Remotely:NoCOVID-19 Precaution(s):Remote interview process"
532,data analyst,"Washington, DC",$50K - $70K (Glassdoor est.),"Description:Allegient Defense is an SBA 8a certified and a verified Service-Disabled Veteran-Owned Small Business providing technically oriented services from program management to advanced systems integration and engineering. We support Government and prime system integrators with engineering and management expertise. Allegient Defense helps clients with challenging Science & Technology, Engineering Acquisition and Program Management Mission requirements. With a 90% Veteran Hiring rate, our staff quickly embed with clients, identify critical needs, and work relentlessly to accomplish the mission.Allegient Defense is a leader in advanced technology research and solutions development, and we are growing quickly. We are currently in need of an experienced and professional Data Analyst to support our client at the Department of Energy (DOE) in Washington D.C. The Data Analyst will be responsible for the following:Provide support for Human capital, budget execution, budget formulation, oil and gas regulatory processing, federal employee workforce engagement, communications, and COOP.Attend bi-weekly MAC meetings, develop meeting agendas, capture action items, and distribute meetings notes.Serve as DOE’s Point of Contact.Enter updates on the government collaboration websiteCreate meeting notices in Microsoft Outlook.Track the completion of action items and deliverables.Draft memorandums, briefings, talking points, one-pagers, and other products.Edit documents for the Oil and Natural Gas (ONG) office.Plan events/conferences/meetings as needed.Design and edit PowerPoint presentations for briefings.. Requirements:Bachelor's Degree OR six years of relevant experience.Experience with techniques related to planning, organization, and operation of programs for collecting, verifying, adjusting, processing, summarizing, and presenting information expressed numerically.CONCUR travel system experience.Correspondence Control Experience.A minimum of three (3) years of experience that is relevant and directly related to work is required.Knowledge of the DOE and/or the Office of Fossil Energy is desirable.#ZIP"
533,data analyst,"Anchorage, AK",$55K - $69K (Glassdoor est.),"Position SummaryThe Data Analyst reports to the Director of Data Management and Quality Assurance, this position promotes and coordinates the implementation and ongoing utilization of the Efforts to Outcomes (ETO) software and database. This position prepares statistical reports in various formats in accordance with agency and grant requirements. The Data Analyst maintains the integrity of data audits and also provides support to the Data Manager as needed. An integral part of this position requires the Data Analyst to stay educated about current and new ETO features and functionalities as well as concepts driving the development of ETO.Essential FunctionsUnderstand, practice, and promote the vision, mission, and five principles of Covenant House AlaskaMaintain a positive and professional working relationship with the general public, including placement agencies and families of the youth we serveMaintain a high level of ethical standards.Understand and comply with all Agency policies and procedures; including Child Protection PoliciesUnderstand and comply with all principles of Culture of Care and Trauma Informed Services.Demonstrate an enthusiastic commitment to the job and the AgencyEnsure the safety and whereabouts’ of youth seen by CHA at all times.Commit to engage in personal and professional growth and competence development to increase capacity to serve youth every day.Keep supervisor fully informed at all times.Perform other duties as assigned.General ResponsibilitiesPrepare internal and external reports on a monthly, quarterly, and annual basis, or as needed to comply with mandated timelinesManages confidential information responsiblyProvides technical support to staff and refers issues to supervisor, other staff or vendor as neededLiaises with IT support to troubleshoot technical issues as neededPerforms ongoing review of program database sites to ensure content qualityResponsible for the conception, development, creation and testing of custom data reportingMaintaining knowledge of new features, enhancements, troubleshooting/bug reporting and pursuing continual training and developmentRequired EducationHigh School Diploma (or GED) requiredAssociate degree preferred (or equivalent experience) Preferred ExperienceExcellent computer skills including experience with MS Word, PowerPoint, and particularly ExcelExperience with reporting databasesExcellent communication and interpersonal skills; ability to communicate effectively with non-technical staffExperience with statisticsKnowledge, Skills, and Abilities RequiredBasic understanding of adolescent development and behaviors; demonstrate enjoyment of and ability to relate to at-risk youth and demonstrates empathy with the joys and pains of othersStrong ability to relate effectively with staff, youth, and community agencies;Is approachable, builds rapport well and practices attentive and active listening.Knowledge of adolescent development and associated conceptsAbility to work with people of varied cultural backgrounds and tolerate differences in behavior.Support equal and fair treatment and opportunity for all; tolerant of people and processes.Ability to work independently, using good judgment, and common sense and follow instructionsAble to make good decisions consistently based upon a mixture of analysis, wisdom, experience and judgment.Maintain confidentiality and presents the straightforward truthSelf-motivation, initiative, sound judgment, and commitment to ongoing learning are essentialProficient with standard computer operating systems;Excellent oral and written, communication skills including organizational skills;Ability to prioritize multiple tasks;Excellent problem-solving and critical-thinking skillsMust be detail, project, and goal-orientedMust be flexible and able to adapt to changing prioritiesHave a clean driving record with a current state of Alaska Driving LicensePass federal, state and local background investigationCovenant House is an Equal Opportunity EmployerIn response to the COVID-19 Pandemic all CHA Staff are required to:Wear masks during the duration of their shift.Participate in Mandatory weekly COVID-19 testing.Follow 6-foot social distancing rules.Complete screening questionnaire prior to entering the facilityAdhere to the State of Alaska and Municipality of Anchorage’s guidelines regarding, travel, exposure, and symptoms."
534,data analyst,"Los Angeles, CA",$60K - $82K (Glassdoor est.),"MediaAlpha is a customer acquisition solutions provider powered by technology and data science. The company provides industry-leading solutions designed to reach consumers shopping within high-consideration categories such as property and casualty insurance, health and life insurance, personal finance, travel, education and more.
Role Overview

We are looking for an experienced analyst on the Analytics Team who will provide analytical support to the sales, marketing, and business development departments. Core responsibilities include optimizing campaigns, preparing and interpreting data and reporting, and reviewing key performance indicators (KPIs) to provide suggestions and guidance to both our clients and internal teams.

Responsibilities

Compile, analyze, and interpret marketplace data to maximize revenue and profitability across business units.
Work with advertisers to find opportunities to expand the volume and reach.
Learn MediaAlpha platform's tools and data.
Help clients build, execute, and optimize campaigns and measure results.
Build templates and tools to improve the efficiency and efficacy of analysis and optimizations.

Required Qualifications

Strong analytical ability and experience synthesizing large data sets.
Capacity to think critically and creatively, identify problems, and propose solutions.
Excellent verbal and written communication skills.
Ability to communicate clearly and present analytical decisions and campaign strategy with clients is required.
Self-starter who can take initiative on projects, work to scale existing processes, and implement new ones.
Strong Excel proficiency (pivot tables, vlookups, data manipulation).
Experience applying statistical concepts to real-world business problems (e.g., A/B testing).
SQL and programming proficiency (Python, R, etc.) is required.
B.S. or B.A. required, preferably in a quantitative discipline (e.g., economics, business, finance, math, engineering, computer science, statistics).

Preferred Qualifications

Experience with R Shiny and Shiny Server a plus
Experience with search, display, performance, and/or direct marketing a plus.

Compensation

Highly competitive salary and bonus program participation.

High-quality health and dental care plans with no employee contributions and zero deductibles (in-network). Flexible spending account.
Unlimited PTO.
401K company contribution program (after 90 days).
Professional training and education reimbursements.
Generous employee perks (e.g., mobile phone program, gym membership).
"
535,data analyst,"San Francisco, CA",$54K - $108K (Glassdoor est.),"Company DescriptionAboutTogether we make. Come make with us.OverviewAbout us.At Cricut®, we believe that we’re all born makers. When we built our first cutting machine, we saw the potential for a simple yet powerful tool to completely transform the way people craft, design, and DIY. Since then, we continue to innovate with new machines, platforms, materials, and tools, but that’s just what we do. Who we are is a bustling worldwide community, a means for connection, and an outlet for unbridled creativity. Join us as we place the power of handmade into the hands of ALL.LifeLove your work. And your coworkers.Our company is made up of A+ human beings. We ask tough questions, entertain ideas outside of our own, and work together to make something bigger than ourselves. With Cricut® growing in China, the U.K., Australia, New Zealand, as well as Europe and South America, we’re on an unstoppable roll, satisfying that innate creative itch around the world. We train, develop, and celebrate great work with hallway high fives and promotions within. We also throw the world’s best Halloween party.Enjoy incredible perks.We take care of our team. From outstanding medical, dental, vision, and retirement benefits, to pet insurance, 401K match, life insurance, incentive programs, paid time off, on-site massages, phenomenal work-life balance, and employee discounts, we offer the best benefits package in the DIY consumer electronics industry. Period.Like what you see? We can’t wait to meet you.Job DescriptionThe Cricut Analytics Team is looking to hire an outstanding Data Analyst with strong technical analytical skills to operationalize data intelligence in multiple business units. This includes analyzing input data sources, doing statistical analysis and building data science models to drive data driven decision making. This person will collaborate very closely and cross-functionally with Product Marketing, Ecommerce, Product Management, Operations, Finance, and other teams, as well as the Analytics team, to ensure success.Data teamWe are looking for highly talented team members who are passionate about data, have the rigor needed to solve billion-dollar problems, and possess an innate entrepreneurial spirit to explore the uncharted. This team combines the engineering backbone of a best-in-class big data platform with the analytic expertise of advanced mining and predictive modeling. If you want to work among the very best talent in the industry, working on the most innovative products in the world, Cricut is the place to be.Responsibilities:Domain Expert: It is essential that this role has the capability to understand business function and its nuances, and define proper KPIs to measure health & success of the businessData Owners: The person in this role will be the data champion for a specific business function, and the single point-of-contact for internal & external teams on questions related to their business unit’s datasetsAd-hoc analysis & reporting: Create analysis/reports to do diagnostic analysis and provide recommendation to stakeholdersActionable Insights: Develop strategies and provide direction for the application of our BI/Dashboarding tool, and build robust KPI's and drill-down capabilities to enable discovery of actionable insightsExpand Data first approach: Work across different business functions (Customer Care, Product Marketing, Ecommerce, etc) to pilot data products and ensure data insights are central to business decision makingBuild Data Science Products: Collaborate with data science, data engineering and business team to build innovative data productsQualificationsBackground:Bachelor degree in a quantitative field (e.g., Mathematics, Operations Research, Statistics, Business Analytics, Economics)Graduate degree in Mathematics, Information Systems, Statistics, Business Analytics or related STEM fields preferred3 or more years of professional experience in customer analytics, marketing analytics, operational analytics or related field in a quantitative roleDirect experience with using customer data in e-commerce, consumer goods, technology would be preferredMultiple years of experience manipulating and analyzing large data sets, monitoring and predicting trends and identifying opportunities through the interpretation of financial, behavioral, demographic and operational dataPossess excellent interpersonal communication and problem-solving skills, with the ability to collaborate with senior business leaders and provide strategic recommendationsDemonstrated ability working with multiple teams to complete critical achievements under pressure with tight deadlinesAbility to interpret/translate business requests into clear and actionable technical requirements for meaningful analysisSkills:Succinct, proactive communication; storytelling using dataComfortable to work with people from a broad range of backgrounds from highly technical to marketing to sales/businessVery strong analytical skillsStrong in SQL Skills (PostgreSQL, Redshift, MySQL, etc)Experience building reports & dashboard in BI tools like Domo, Tableau, Looker, Grow, PowerBI, etcUnderstanding of machine learning algorithms preferredExperience modeling with R or PythonMindset:Self-starter mentality with the ability to deliver resultsFocused on results and their implications (rather than methods/tools/process)Openness to work with different cultures and working stylesAdditional InformationWhat to Do Next: Please attach your resume and cover letter. If you want to show your super powers in other ways – include that information too. You can be sure that Cricut® is an employer who values individuality, equality and diversity, so tell us what you’re all about. If you are a Maker or a DIY enthusiast, whether you think you are a good one or not, we would love to hear about it when you send us your information!#LI-BM1"
536,data analyst,"Alexandria, VA",$61K - $76K (Glassdoor est.),"Alexandria, VA - Kaimetrix, L.L.C. is seeking a professional Data Analyst to support our Federal Government customer, Defense Travel Management Office (DTMO). This position is currently remote, but will eventually be required to go into the office at least once every two weeks in Alexandria, VA.

The Data Analyst is responsible for a wide range of tasks, from creating data sets, reports, providing data for use by DTMO Business Intelligence tool (Tableau), assisting in data integration, data quality and dashboard development to support performance management.

The following tasks are required:

Document the organization's current business process flowsIdentify and document functional requirements for information systemsDevelop project documentation and user training materials according to program specificationsProduce database development/data extraction using Structured Query Language (SQL) skills to create reporting queries and perform analysis on the databaseAssist in data integration using standard techniquesEnsure all products delivered demonstrate expert level technical writing skills, both to document reporting/design requirements and communicate effectively with customers and vendors (e.g. data dictionaries)Analyze and implement data quality improvementsRecommend best practices in commercial operational and financial travel dataApply project management skills to oversee implementation of new data sources and oversee minor projects (systemic data correction, table modification and data population)Support the implementation, expansion and maintenance of a performance management framework aligned to the DTMO strategic plan that cascades, manages, and tracks DoD Travel Enterprise performance.Provide expert understanding of the principles and methods for evaluating program or organizational performance using financial and nonfinancial measures to include identification of evaluation factors, metrics, and outcomes.Support the development, implementation and maintenance of strategic and operational performance metrics to assist the government in measuring the effectiveness and efficiency of the DoD Travel Enterprise including key performance indicators (KPIs), performance reports, and dashboards for managers, executive leadership, and other stakeholders to track program performance and assess the overall health of the DoD Travel Enterprise.

Education/Experience:

Bachelor's degree in a related field5+ years of relevant experienceStrong requirements gathering experiencePrior experience with Tableau and RStrong experience with SQL to include writing queriesActive CompTIA Security+ certification or willingness to obtain within first 6 months of employmentMinimum of an active Secret clearance is required

Kaimetrix, L.L.C. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin."
