,title,company,description,location,posted_date
110, Data Scientist - III ," Judge Group, Inc. ","Location:  Branchburg, NJ  Salary:  Not Specified by Client  Description:  Our client is currently seeking a Data Scientist -  in Branchburg, NJ  Job description:  Hybrid: 2 days weekly in office on Wednesdays and Thursdays We are looking for a Data Scientist to join our network data analytics experts? team to add value to our current data processes. The ideal candidate will demonstrate independent working skills as well as proficiency in collaboration to ensure our functions which include data "," Branchburg, NJ, USA ", Posted 14 days ago
111, Senior Data Scientist , Aerospace Corporation ,"The Aerospace Corporation is the trusted partner to the nation's space programs, solving the hardest problems and providing unmatched technical expertise. As the operator of a federally funded research and development center (FFRDC), we are broadly engaged across all aspects of space- delivering innovative solutions that span satellite, launch, ground, and cyber systems for defense, civil and commercial customers. When you join our team, you'll be part of a special collection of problem solvers,"," Chantilly, VA, USA ", Posted 7 days ago
112, Scientific - Data Scientist , Net2Source Inc. ,"Net2Source Inc. is an award-winning total workforce solutions company recognized by Staffing Industry Analysts for our accelerated growth of 300% in the last 3 years with over 5500+ employees globally, with over 30+ locations in the US and global operations in 32 countries. We believe in providing staffing solutions to address the current talent gap - Right Talent - Right Time - Right Place - Right Price and acting as a Career Coach to our consultants.Title: Scientific - Data Scientist Duration:"," Lawrence Township, NJ, USA ", Posted 1 day ago
113, Data Scientist Lead , Wipro Ltd. ,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients' most complex digital transformation needs.  We leverage our holistic portfolio of capabilities in consulting, design, engineering, operations, and emerging technologies to help clients realize their boldest ambitions and build future-ready, sustainable businesses.  A company recognized globally for its comprehensive portfolio of"," Atlanta, GA, USA ", Posted 8 days ago
114, Sr. Data Scientist , Atyeti ,"Atyeti Inc is a Global Information Technology Solutions and Services provider, with offices in USA, UK, Switzerland, Poland, India, Singapore, Malaysia, Colombia and Hong Kong. We specialize in providing IT Solutions in Capital Markets and Financial Services.   Recognition:   500 & 5000 Honoree Company for 2012,2013,2014,2015 and 2016 Atyeti Ranks No. 270 on the 2012 Inc. 500 List 2012,2016 and 2017 NJ 50 Fastest Growing Companies.   Global Investment Bank is looking to hire a Sr. Data Scientist"," Washington, DC, USA ", Posted 3 days ago
115, Sr. Data Scientist , Atyeti ,"Atyeti Inc is a Global Information Technology Solutions and Services provider, with offices in USA, UK, Switzerland, Poland, India, Singapore, Malaysia, Colombia and Hong Kong. We specialize in providing IT Solutions in Capital Markets and Financial Services.   Recognition:   500 & 5000 Honoree Company for 2012,2013,2014,2015 and 2016 Atyeti Ranks No. 270 on the 2012 Inc. 500 List 2012,2016 and 2017 NJ 50 Fastest Growing Companies.   Global Investment Bank is looking to hire a Sr. Data Scientist", Remote , Posted 3 days ago
116, Data Scientist (TS/SCI with Full Scope Poly) , Jefferson Frank ,"Data Scientist - (AWS Advanced Consulting Partner) - McLean, Virginia - 220K + Benefits My team and I are currently sourcing for a Data Scientist for one of our top customers, an AWS Advanced Consulting Partner in the federal sector that was voted the Top Workplace for the past 5 years. This candidate must have a Full Scope Poly and be willing to work on-site in McLean, Virginia. Responsibilities: Apply data mining techniques, doing statistical analysis, and building high quality prediction mode"," Falls Church, VA, USA ", Posted 1 day ago
117, Sr. Data Scientist I , Pax8 ,"Pax8 is the leading value-added cloud-based SaaS distributor, simplifying the cloud journey for our partners by integrating technology, business intelligence and proactive service to deliver an unparalleled experience. Serving thousands of partners through the indirect sales channel, our mission is to be the world's favorite place to buy cloud products. We are a fast-growing, dynamic and high-energy startup organization, allowing you to make a meaningful impact on the business. Culture is import"," Remote or Greenwood Village, CO, USA ", Posted 5 days ago
118, Data Scientist , Motion Recruitment ,"A global healthcare leader is hiring for a Data Scientist with 3+ YOE as a Data Scientist or Data Analyst. This company offers a portfolio of life-changing technologies across diagnostics, medical devices, nutritionals, and pharmaceuticals. This role is hybrid (2 days/week) in Columbus, OH. Their supply chain management division is looking for a Data Scientist to travel to laboratory locations across the US while using data visualization techniques to effectively record data. This position will "," Columbus, OH, USA ", Posted 23 days ago
119, Data Scientist , TEKHiring ,"3+ Years of relevant experience in Data Science  Experience in implementing Machine Learning and deep learning models using TensorFlow, Keras, Scikit   Learn, NLTK, PyTorch  Experience in data mining algorithms and statistical modeling techniques such as clustering, classification,   regression, decision trees, neural network, support vector machines, genetic algorithms, recommender   systems, sequential pattern discovery, and text mining.  Experience in implementing data pipelines using python,"," Austin, TX, USA ", Posted 27 days ago
120, Data Scientist , Robert Half ,"Description Required Qualifications • Strong expertise in R or Python programming for data wrangling, statistical analysis, and machine learning applications • Solid fundamental knowledge in probability and statistics • Extensive experience analyzing designed experiments and observational datasets (e.g., hypothesis testing, regression analysis, mixed effects models, and experimental design)  • Solid understanding of variable selection; dimensionality reduction; model diagnostics; and model train"," Johnston, IA, USA ", Posted 9 days ago
121, Sr Data Scientist , W3Global ,"Hands-on experience in Building, training and deploying ML models 10+ years of experience with 7+ in Machine Learning Expertise in programming using Python Excellent communication skills Entrepreneurial attitude and spirit - should be able to think and build business use cases by analyzing data Expertise in Data Analysis using SQL Experience in ML techniques like Clustering, Classification, Regression Experience in working with Neural Networks Work experience in at least one of Natural Language "," Santa Clara, CA, USA ", Posted 1 day ago
122, Principle Data Scientist , ADDSOURCE ,"Responsibility: Machine Learning / AI Platform  Design, develop and document cutting-edge ML solutions, using existing and emerging technology platforms Architect extensible technical architectures to deliver the latest in machine learning, AI, and other emerging technology solutions Provide technical vision, technical solutions and directions to build modern Machine Learning Platforms, Tooling and Services for ML/AI at Scale. Contribute to building a platform to streamline all phases of data-ce"," Remote or Jersey City, NJ, USA ", Posted 3 days ago
123, Senior Data Scientist - Geospatial , Darwin Recruitment ,"Are you a seasoned data scientist with a passion for geospatial analytics? Do you enjoy uncovering hidden insights and patterns in complex datasets? If so, we want to hear from you! As an accomplished Senior Data Scientist, you will work on cutting-edge projects leveraging your analytical mastery to solve complex business problems. You will collaborate within a multi-disciplined team of scientists (hydrologists, meteorologists, wildfire scientists, etc.) to experts in deep learning, machine lear"," Dallas, TX, USA ", Posted 23 days ago
124, Senior Data Scientist - Telematics ," Capgemini America, Inc. ","Title: Senior Data Scientist – Telematics Location: Hartford, CT Duration: Full Time   Job Descriptions 5+ years of experience in relevant analytical roles such as data science, machine learning, product analytics, etc. with at least 2 years of directly related telematics experience • Understanding of current and emerging telematics products, services, processes, and methodologies • Experience in the following disciplines: scripting languages (ex: python), SQL (ex: Oracle, PL/SQL), and big data "," Hartford, CT, USA ", Posted 2 days ago
125, Senior Data Scientist III ," Korn Ferry/RELX, Inc. RPO ","R56445 - Senior Data Scientist  – Remote   ** Please note that we are open to hiring remotely within the United States, Canada or South Africa for this role **   Are you looking to develop your Data Scientist career? Do you enjoy coaching others to achieve high standards? Join us in shaping a more just world.   About Us: LexisNexis, a part of RELX, is a leading global provider of legal, regulatory, and business information. We help customers increase productivity and improve decision-making and ", Remote , Posted 2 days ago
126, Data Scientist - Fortune 500 Company , Motion Recruitment ,"Job Description We're looking for an opportunistic Data Scientist that would like to work a long-term contract for our Fortune 500 client, who are a preeminent global leader in Chemical Engineering. The role is open to fully remote, but they would love to talk to candidates local to Houston, TX. Ideally you have a background in chemical engineering or manufacturing, and have developed expertise in Data Modeling, Coding, Machine Learning, and AI skills. To give some more background about our clie"," Irvine, CA, USA ", Posted 6 days ago
127, Data Scientist - Fortune 500 Company , Motion Recruitment ,"Job Description We're looking for an opportunistic Data Scientist that would like to work a long-term contract for our Fortune 500 client, who are a preeminent global leader in Chemical Engineering. The role is open to fully remote, but they would love to talk to candidates local to Houston, TX. Ideally you have a background in chemical engineering or manufacturing, and have developed expertise in Data Modeling, Coding, Machine Learning, and AI skills. To give some more background about our clie"," San Diego, CA, USA ", Posted 6 days ago
128, Data Scientist - Fortune 500 Company , Motion Recruitment ,"Job Description We're looking for an opportunistic Data Scientist that would like to work a long-term contract for our Fortune 500 client, who are a preeminent global leader in Chemical Engineering. The role is open to fully remote, but they would love to talk to candidates local to Houston, TX. Ideally you have a background in chemical engineering or manufacturing, and have developed expertise in Data Modeling, Coding, Machine Learning, and AI skills. To give some more background about our clie"," Houston, TX, USA ", Posted 6 days ago
129, Data Scientist , Veear ,"Title: Data Scientist Duration: 12 months contract Location: Sunnyvale, CA (Hybrid)   Job Description: Use SQL to access data and build tablesUse topic modeling (or a similar NLP methodology) to process survey commentsUse Tableau to share results of NLP modeling"," Sunnyvale, CA, USA ", Posted 20 days ago
130, Senior Applied Data Scientist ," Sonic Healthcare USA, Inc ","Job Functions, Duties, Responsibilities and Position Qualifications: Position Summary  The scientist works independently using cutting edge tools to invent solutions for a large variety of interesting and challenging problems. The scientist develops and implements advanced analytics, medical/bio informatics and predictive tools for pathology informatics at Sonic. The scientist normally works Monday through Friday day-light business hours or as needed. Responsibilities Implement best practices (e", Remote , Posted 1 day ago
131, Data Scientist - ML - Computer Vision , Eliassen Group ,"Our client is looking to hire an accomplished Data Scientist with strong experience with Computer Vision and Machine Learning processes to be a valuable contributor to a Visual Search project they are currently working on. The team is developing a detailed application that will show the results when customers upload images.  This is a 6-month contract to hire position and candidates must be local to Charlotte, NC and willing to go on-site in a hybrid capacity. Due to client requirement, applican"," Charlotte, NC, USA ", Posted 6 days ago
132, Data Scientist , Info Dinamica Inc ,"skillset to be successful in this role. 1. Solid knowledge of various Image Filtering, Binary Morphology, Perspective / Affine transformation, Edge Detection, and Tracking. 2. Machine Learning: Regression, Unsupervised Learning, PCA. 3. Nice but not necessary to have HDR, Panorama, and deep Learning object detection. Statistical Techniques: Apply statistical techniques like regression properties of distributions statistical tests etc. to analyse data. Machine Learning Techniques: Apply machine l"," Santa Clara, CA, USA ", Posted 16 days ago
133, Data Scientist , FirstParty ,"FirstParty is excited to partner with our client to identify value in their data assets and empower them with the technology, product, and go-to-market strategy to build scalable product offerings and execute towards successful commercial outcomes. As a Data Scientist, you will work closely with Engagement Managers who lead client projects focusing on building scalable data solutions. You will utilize your demonstrated expertise in data analytics and strong attention to detail to execute excepti", Remote , Posted 20 days ago
134, Data Scientist , MAXAR Technologies ,"Please review the job details below.  Maxar's Data Science Services team is looking for a Data Scientist. We use a robust, flexible framework developed by our Applied Machine Learning team to deliver impactful and imaginative solutions to our internal and external partners. We are always on the lookout for the next innovative idea to help our customers discover the art of the possible, as well as how to scale those ideas for future endeavors.  Life with Us  Project:The Data Scientist is expected"," Arlington, VA, USA ", Posted 31 days ago
135, Principle Data Scientist , Motion Recruitment ,"A healthcare company is looking for a Principle Data Scientist who wants to propel their career forward. The role entails participating in defining, implementing, and maintaining their supply chain management division. The right individual must have 7+ years of experience in Data evaluation analysis. The company provides a great bonus structure, and this role has been designed with vertical growth to a Manager position in mind. Must be willing to go into the office in Columbus, OH 2 days per wee"," Columbus, OH, USA ", Posted 23 days ago
136, Actuarial Data Scientist - Remote , Amica ,"Actuarial Data Scientist- Remote (Enterprise Data Solutions) 25 Amica Way, Lincoln, RI 02865  Want to join a company where doing good is what we do? The feeling is mutual!  We're redefining excellent customer experiences. Data drives that process.  As a Data Scientist, you will be working alongside actuaries and other data professionals to build and evaluate our pricing and other enterprise models. Beyond the data, you'll have the opportunity to communicate findings and trends to key stakeholder"," Remote or Lincoln, RI, USA ", Posted 16 days ago
137, Sr. Data Scientist ," NVISH Solutions, Inc ","Sr. Data Scientist Location: Dallas, TX. Hybrid.2 to 3 days in office. Duration: 6 Months+ This candidate must have extensive experience with Statistical modeling- Bayesian model, causal impact model, and time series. Should be good at Python and Google Cloud Platform"," Dallas, TX, USA ", Posted 15 days ago
138, Data Scientist with TS/SCI Poly , Leidos ,"Description Job Description: NEW! 7 year program awarded!  The Intelligence and Homeland Security Group of Leidos is seeking a Data Scientist to support an Intelligence Community (IC) program in Bethesda MD. An Active TS/SCI with polygraph security clearance is required to be considered for this position. The candidate will support Government staff in the following: • Work alongside our Senior Data Scientist to analyze unstructured and semi-structured data, including latent semantic indexing (LS"," Bethesda, MD, USA ", Posted 1 day ago
139, Data Scientist , Apex Systems ,"Job#: 1336046 Job Description: Apex Systems is looking for a Data Scientist for a direct-hire opportunity with one of the top rated tech companies in the US. The role is 100% remote and a great learning opportunity.  The position is looking for a:  - Strong communicator with great business acumen.  Any experience in the financial/payments/fraud space is a big plus. - Candidate with a background working with Python frameworks, libraries, and packages. - Experience building end-to-end machine lear"," Lenexa, KS, USA ", Posted 30 days ago
140, Sr. Data Scientist , Concentrix Catalyst ,"Overview  Concentrix Catalyst is looking for Senior Data Scientists with hand in experience managing practice level projects and client relations along with driving innovation engagement to win grow and support business while working with the COE to industrialize and harden our assets capabilities solutions and offerings. Candidate should have strong communication, presentation, and problem-solving skills. Provide a clear presence with higher levels of customer stakeholders, along with the abili", Remote , Posted 12 days ago
141, Data Scientist II ," firstPRO, Inc ","Data Scientist Role Direct Hire 90-120k Hybrid or Remote  Must have SQL,Python, R 3-6 years    ESSENTIAL DUTIES AND RESPONSIBILITIES  May be modified from time to time.  Other duties may be assigned. Build an understanding of all (company) International operational functions (i.e. sales order processing, purchasing, inventory management, shipping, and accounting) and all related software systems that govern and interact with those processes.Build an intimate knowledge of the data sources, data s", Remote , Posted 15 days ago
142, Data Scientist ," SystemDomain, Inc. ",Position: Data Scientist  Location: Remote Duration: 12+ Months Is This You?  Big Thinker. You see data as a means for reaching strategic goals and can use data to impact both the business and the customer.  Problem Solver. You recognize the critical role data plays in understanding and solving pain points.  Organically Curious. You see beyond the obvious to identify and fill-in the missing data and gaps of data.  Service-Oriented. You are passionate about government innovation and improving ser," Hartford, CT, USA ", Posted 35 days ago
143, Data Scientist / ML/AI / Chemistry / Manufacturing , Motion Recruitment ,"Job Description This Fortune 500 company is the global leader in Chemistry and innovation producing materials across major industries using technology to reach more clients. Our Client is looking for a Data Scientist with a background in Chemical Engineering or coming out of a manufacturing company with skills in ML and AI, PowerBi, Grafana, and someone who can hit the ground running. This role will be fully remote. APPLY NOW! Required Skills & Experience  5 years of experience PowerBi Grafana D"," Los Angeles, CA, USA ", Posted 6 days ago
144, Sr Data Scientist , SHOP.COM / Market America ,"Market America Worldwide – Shop.com, a global e-commerce and digital marketing company that specializes in one-to-one marketing, is seeking a top-notch Senior Data Scientist to join our team.  Remote opportunity can be available to candidates based in states of CA, NC, FL, NY, CT, or WI.  Position Summary As Data Scientist you will have an important role in helping millions of customers on our SHOP.COM and Market America Worldwide multi-country and multi-language global eCommerce websites.   We ", Remote , Posted 17 days ago
145, Data Scientist Only on W2 - (Initially REMOTE) , Xcelo Group Inc ,"Job Title: Data Scientist  Location: Dallas, Texas, California, Florida ( Initially Remote)  Duration: Long-Term  Job Description: BA/BS in Computer Science, Statistics, Physics, Applied Math, Agronomy, Engineering or a related quantitative discipline with at least 8- 9+years of data analytics or data science experience. Machine Learning  AWS Data Preparation  Python MLflow CI/CD - Added Advantage  Work on graph Database like Neo 4j and Tiger. Knowledge and hands-on experience with machine learn"," Remote or Dallas, TX, USA ", Posted 3 days ago
146, Senior Data Scientist (US Remote Eligible) , General Mills ,"POSITION OVERVIEW Do you see patterns or opportunities that others don't see? Do you enjoying asking questions and analyzing data to deepen your knowledge? Do you like to challenge historical assumptions and recommend new ways to drive action based on data driven insights? Do you like to find the best way to tackle a problem and share the approach with others? To make the food people love, we need to make sure we feed our decision makers the right data and solutions at the right time, every time"," Minneapolis, MN, USA ", Posted 9 days ago
147, Senior Data Scientist , Eliassen Group ,"100% Remote  We have a great opportunity for a Senior Data Scientist with our client. In this fully remote role, you will work on experimentation to evolve methodologies and automation. This is a contract to hire opportunity. Applicants must be willing and able to work on a w2 basis and convert to FTE following contract duration. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefits, 401k with company matching, and life insurance.  Responsib"," Charlotte, NC, USA ", Posted 28 days ago
148, Data Scientist (Remote) , Surya Systems ,"Hiring : Data Scientist  Location : SFO, CA (Remote)  Duration : 9+ Months Consultant has to work in PST time zone. JD Responsibilities Ownership: Own analytics projects end-to-end, working with stakeholders to scope the problem, digging into the data to get insights, and communicating results Experimentation: Analyze experiments to measure the effectiveness of our digital marketing spend, Insights: Generate insights about customer segments and the company's most valuable guests to improve ad ef", Remote , Posted 60+ days ago
149, Data Scientist/Optical Physicist - Direct Hire , Kelly ,"Kelly Technology is looking for Data Scientist/Optical Physicist for a direct hire role open with our client, an industry leader in laser imaging and detection. Data Scientist/Optical Physicist Level of Work Experience: at least 2 years Level of Education: Bachelor's degree required. Master's preferred Research Focus: Optics / Laser Technologies / Computer Vision / Image Processing Location: Denver metro area, CO Hybrid: 4 days a week on site required Working Hours: flexible Relocation Package: "," Denver, CO, USA ", Posted 12 hours ago
150, IT|Data Analysis - Data Scientist I , Stellar Consulting Solutions ,"Stellar Consulting Solutions is a boutique business & technology consulting company headquartered in Atlanta, GA. We deliver high quality, agile, and experienced workforce for niche technology projects of any scale. We help forward thinking clients to solve specific problems by understanding their needs and align talent that can move fluidly  to match skill supply and demand on a real-time basis. Stellar Consulting has a unique combination of technical and digital skills to recruit, engage, and "," Santa Clara, CA, USA ", Posted 17 days ago
151, Data Scientist , AccruePartners ,"Data Scientist in Charlotte, Posted 11/16/22 THE TEAM YOU WILL BE JOINING: Fortune 100 Financial Services Company 100-year history of dedication to customer satisfaction, success, and growth Tremendous growth and new business strategy leading to the need for new talent Significant investments in cutting-edge technology WHAT THEY OFFER YOU: Culture: Excellent work environment that fosters collaboration Growth: Ability to make an impact on the direction of the organization Opportunity: Gain hands-"," Port Charlotte, FL, USA ", Posted 28 days ago
152, Senior Data Scientist , Infinity Consulting Solutions ,"TITLE: Senior Data Scientist Location: Lisle, Illinois (Hybrid) Compensation Range: $100,000 to $120,000 This role is responsible to provide descriptive, diagnostic, predictive and prescriptive analytics to support within the Digital solutions function providing insights to service operations enhancement. The Senior Data Scientist, will design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data "" sources to generate actionable insights "," Lisle, IL, USA ", Posted 21 days ago
153, Data Scientist / ML/AI/ Chemical Engineering / Manufacturing , Motion Recruitment ,"Job Description This Fortune 500 company is the global leader in Chemistry and innovation producing materials across major industries using technology to reach more clients. Our Client is looking for a Data Scientist with a background in Chemical Engineering or coming out of a manufacturing company with skills in ML and AI, PowerBi, Grafana, and someone who can hit the ground running. This role will be fully remote. APPLY NOW! Required Skills & Experience  5 years of experience PowerBi Grafana D"," Houston, TX, USA ", Posted 6 days ago
154, Data Scientist/ Masters or PhD required , Motion Recruitment ,"Job Description We're working with a well known university to find a Data Scientists with experience in using SAS, Python OR R for statistical models. You will be helping them create financial models and using ML tools 100% remote Required Skills & Experience Python, R, OR Sas AWS, Google Cloud Platform or Azure Sagemaker or similar ML tools SQL Excel What You Will Be Doing Tech Breakdown 100% Data Science"," Salt Lake City, UT, USA ", Posted 8 days ago
155, Senior Data Scientist - Model Risk , Procter &amp; Gamble ,"Who we are!  Would you love to work with a diverse, distributed team of Data Scientists to help improve their models and algorithms? At P&G, we use advanced machine learning and operations research methods to address exciting business problems at industrial scale across Marketing, Sales, Supply Chain, Research and Development and other departments. You will work across the breadth of our modeling efforts to categorize and help mitigate potential risks in our data, models, and pipelines. You will"," Cincinnati, OH, USA ", Posted 21 days ago
156, Data Scientist , Motion Recruitment ,"An Analytic Solutions Consulting Firm in the DC Metro Area is looking for a Data Scientist to join their team. They specialize in serving both commercial and government sectors serving hundreds of clients across various industries.  This is an opportunity to participate in an exciting project that offers substantial rewards. As a member of our team, you'll be responsible to navigate a complex and ever-changing data environment.  Required Skills & Experience  Bachelor's degree in Computer science"," Arlington, VA, USA ", Posted 41 days ago
157, Data Scientist , Eliassen Group ,"Our industry-leading Media client is seeking a Data Scientist to join their team. This role is fully onsite in Stamford.  This is a contract to hire opportunity. Applicants must be willing and able to work on a w2 basis and convert to FTE following contract duration. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefits, 401k with company matching, and life insurance.  Rate: $65 - $75 / hr. w2  Responsibilities of the Data Scientist: Assist "," Stamford, CT, USA ", Posted 42 days ago
158, Data Scientist , EKIN Solutions Inc ,"Job Title: Data ScientistDuration: 09 MonthsType: W2 Location:  Charlotte, NCVisa: EAD's Only    Top skills required and any additional informationMachine Learning and AI, Hadoop Ecosystem and SparkBonus: A/B testing, experimentation, ETL, Docker, Airflow, CI/CDAbout the project that will be worked on:Will be working on experimentation to evolve methodologies and automationPartnering with non-technical resources to run a/b tests, conduct statistical analysis and uncover insights", Remote , Posted 28 days ago
159, Senior Data Scientist , Centraprise Corp ,"Senior Data Scientist  Bellevue, WA  Fulltime (Permanent) Day 1 Onsite Job Description: Required Skills:  Data Science; Python for Data Science; Artificial Intelligence(AI) Good To Have Skills:: RDBMS Concepts; PL/SQL; Natural Language Processing(NLP); Chatbots / Conversational Agents Responsibilities:  20+ years' experience in BI and Analytics with 8+ experience in data science Degree in an analytical field (e.g., Computer Science, Engineering, Mathematics, Statistics, Operations Research, Mana", , Posted 42 days ago
160," Lead Data Scientist, Underwriting ", New York Life Insurance Company ,"Location Designation: Hybrid When you join New York Life, you're joining a company that values career development, collaboration, innovation, and inclusiveness. We want employees to feel proud about being part of a company that is committed to doing the right thing. You'll have the opportunity to grow your career while developing personally and professionally through various resources and programs. New York Life is a relationship-based company and appreciates how both virtual and in-person inter", Remote , Posted 17 days ago
161, Remote Data Scientist , Apex Systems ,"Job#: 1335163 Job Description: Type: Contract through 12/2023 to start  Location: 100% remote Compensation: $56-$72/hr Project Description:  Next-generation Artificial Intelligence for Genomics will use more complex datatypes and be applied to new crop contexts.  We need a Data Scientist with demonstrated expertise in designing, training, and evaluating transformers such as BERT and its derivatives. Responsibilities:  Refactor our AI codebase to enable new features and training/inference context"," Johnston, IA, USA ", Posted 34 days ago
162, R Developer/ Data Scientist , Quantum Vision LLC ,"Hi All, Hope you are doing good. I have this below position with my client based out in NJ. It is 100% remote. We can work c2c/w2. Will you be interested? R Developer  REMOTE 12+ months Duties:  The R Developer position requires solid experience (3+ years) and understanding of R, RStudio, RStudio Connect, RStudio Package Manager, R Suite, Web and Cloud Technologies.  The developer must demonstrate modular design, coding skills and application design best practices. Coding proficiency is a must w"," Remote or Jersey City, NJ, USA ", Posted 14 days ago
163, Data Scientist/Analyst , Software Guidance & Assistance ,"Software Guidance & Assistance, Inc., (SGA), is searching for a  Data Scientist/Analyst for a contractassignment with one of our premier  Saas clients in  San Francisco, CA. Contract length: Dec 31 2023 (may extend)  w2 only - No c2c permitted  Client cannot sponsor Visas now or in the future Responsibilities  : Drive analysis on various projects to improve the user-experience. Own data analysis and visualization, and communicate the outcomes/insights to various stakeholders to aid strategic dec"," San Francisco, CA, USA ", Posted 35 days ago
164, Clinical Data Scientist III , Modis ,"Akkodis is seeking a Remote Data Scientist  for a 12 month contract position with a client located in San Diego, CA. The role will be a critical development and support resource using analytics to deliver integrated reporting and analytic services. You will build visualizations dashboard for Medical Monitoring, Clinical Science, Pharmacovigilance and Sample management using Spotfire, Tableau, Power BI, Python, SAS and/or RShiny. Additionally, you will help the Biometrics department with developi"," San Diego, CA, USA ", Posted 29 days ago
165, Data Scientist , Robert Half ,"Description The role  This is a great opportunity to join one of the largest integrated energy and commodity trading companies in the world. We are looking for a hands-on Data Scientist with experience in the energy markets of North America. You will work on building machine-learning models, data visualizations, and other tools for the trading desks  Key responsibilities  · Responsible for development and operations of statistical models and tools utilized by trading teams  · Act as in-house sub"," Houston, TX, USA ", Posted 34 days ago
166, Data Scientist - Cyber ," ConsultNet, LLC ","Job Description Data Scientist - Cyber Location: Remote anywhere in the US Contract to Hire our client is adamant about finding a long term fit. No difference between contract and FTE, 100% will convert. Job Description: Our client is currently looking for a Data Scientist. We are working with a Director in the Machine Learning & Data Science in our client's cyber division. Our client hosts a true Big Data environment (Petabytes of data stored, and processing daily upwards of 235 billion market "," Rockville, MD, USA ", Posted 28 days ago
167, Data Scientist - TS/SCI full-scope poly , Motion Recruitment ,A Federal consulting company in Northern Virginia is looking for Data Scientist to join their organization. This company works with various Federal agencies and will need this person to work 5 days onsite and candidates must have an active TS/SCI with a Full-Scope Poly. Required Skills / Experience  Python / SQL / ETL Nifi / Spark AWS Docker/Kubernetes Elasticsearch Rest API  Offer  Competitive salary Annual Bonus You will receive the following benefits:  Medical Insurance Dental Benefits Vision," Washington, DC, USA ", Posted 16 days ago
168, Jr. Data Scientist , Skilltune ,"As as Cybersecurity Specialist II, you will   Coordinate with system developers and administrators to guide systems to authorizationProvide quality review of system authorization packages, controls, and artifacts in eMASSExpected to organize and participate in meetings as it relates to the job functionManages information security implications within the organization as directed by leadershipAssist in development and maintenance of Standard Operating Procedures for cybersecurity managementWorks w"," New York, NY, USA ", Posted 24 days ago
169," Principal Data Scientist, New Initiatives - Remote ", Dropbox ,"Role Description How many times you get an opportunity to be at the ground floor on a very big and important mission? What if you get to be one of the top contributors defining the mission, guiding our teams and influencing the direction of Dropbox? As a Principal Data Scientist for this new division, you will exactly get to do that. You will be able to drive the future direction of this new initiative and answer key questions about revenue/user growth. You will join a team of top-tier data scie"," Boston, MA, USA ", Posted 8 days ago
170," Data Scientist III, Cancer Genomics Research Laboratory (CGR) ", Frederick National Laboratory ,"Data Scientist , Cancer Genomics Research Laboratory (CGR) Job ID: req3484 Employee Type: exempt full-time Division: Clinical Research Program Facility: Rockville: 9615 MedCtrDr Location: 9615 Medical Center Drive, Rockville, MD 20850 USA The Frederick National Laboratory is a Federally Funded Research and Development Center (FFRDC) sponsored by the National Cancer Institute (NCI) and operated by Leidos Biomedical Research, Inc. The lab addresses some of the most urgent and intractable problems "," Rockville, MD, USA ", Posted moments ago
171, Data Scientist ," Servpro Industries, LLC ","About SERVPRO For more than 50 years, SERVPRO® has been a trusted leader in fire and water cleanup and restoration services, mold mitigation, construction, biohazard and pathogen remediation throughout the United States and Canada. Our 2,000+ individually owned and operated franchises are supported by our dedicated headquarters team. We strive to cultivate a professional community that respects and celebrates the things that make us unique, the things we share in common, and the collaborative sp"," Gallatin, TN, USA ", Posted 37 days ago
172, Data Analyst/Scientist (Oracle) , World Wide Technology ,"Company Overview: World Wide Technology (WWT) is a global technology integrator and supply chain solutions provider. Through our culture of innovation we inspire, build and deliver business results, from idea to outcome.  Based in St. Louis, WWT works closely with industry leaders such as Cisco, HPE, Dell EMC, NetApp, VMware, Intel, AWS, Microsoft, and F5, focusing on three market segments: Fortune 500 companies, service providers and the public sector. WWT employs more than 5,400 people and ope", Remote , Posted 8 days ago
173," Lead Data Scientist at Reston, Virginia (Initial Remote) "," KMM Technologies, Inc ","KMM an ISO 9001:2015, CMMI Level 2 certified company provides high-quality IT consulting services and innovative solutions by using the most effective and modern technologies. We have a core group of Subject Matter Experts with certifications and immense experience in successfully delivering mission-critical solutions. We have extensive industry experience in the financial, insurance, Health IT, media, marketing, retail, and government markets. We have a proven track record in understanding clie"," Remote or Reston, VA, USA ", Posted 7 hours ago
174, Senior Data Scientist Health and Wellness DTC Consumer Product Company , Motion Recruitment ,"We are seeking a highly experienced and talented Senior Data Scientist to join our direct-to-consumer ecommerce platform team. Our platform connects customers with unique and high-quality products, and we are looking for a skilled data scientist to help us leverage data to better understand our customers and improve our business. As a Senior Data Scientist, you will work closely with our marketing and product teams to develop predictive models, generate insights, and identify opportunities for g"," Watertown, MA, USA ", Posted 5 days ago
175," Principal Data Scientist, New Initiatives - Remote ", Dropbox ,"Role Description How many times you get an opportunity to be at the ground floor on a very big and important mission? What if you get to be one of the top contributors defining the mission, guiding our teams and influencing the direction of Dropbox? As a Principal Data Scientist for this new division, you will exactly get to do that. You will be able to drive the future direction of this new initiative and answer key questions about revenue/user growth. You will join a team of top-tier data scie"," Toronto, Canada ", Posted 11 days ago
