,title,company,description,location,posted_date
203, Remote Lead Data Analyst , Apex Systems ,"Job#: 1341245 Job Description: Job Summary  The Lead Data Analyst will work independently to solve data problems and fix technical issues. This role will work with business subject matter experts to analyze, validate, and utilize data for consumption by business stakeholders and research and understand customer processes and business data needs. This role will also help understand customer processes, determine the required data and transformation needs for project deliveries, scope, acceptance, "," Des Moines, IA, USA ", Posted 2 days ago
204, Business Data Analyst , Eliassen Group ,"We have a great opportunity for a Business Data Analyst with our client in Charlotte.  Due to client requirement, applicants must be willing and able to work on a w2 basis. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefits, 401k with company matching, and life insurance. Responsibilities of the Business Data Analyst:  Help with conversion data testing, ensuring data from legacy system is converted correctly into the new SAP system Provid"," Charlotte, NC, USA ", Posted 9 days ago
205, Data Analyst , Motion Recruitment ,"Job Description A client of ours based in Melbourne, Florida is looking for a Data Quality Analyst to join their new Data Team. This is hybrid but flexible The company is on helping their data be more purposeful. In this role, you will using analytical skills. They are looking for someone to make their data more efficient to make business decisions. Required Skills & Experience Experience with Tableau Bachelor's degree with Computer Science or related Implementing and maintaining frameworks Buil"," Melbourne, FL, USA ", Posted 15 days ago
206, Business Data Analyst V , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client seeking a Business Data Analyst V, located in San Diego, CA. Responsibilities: * The Business Data Analyst will be responsible for the support the identification and presentation of actionable insights and contribute to the development of business recommendations * Develop and maintain quantitative analyses and statistical models * Develop and maintain standard reporting packages for various audiences * Participate in identifying and scoping analytical effor"," San Diego, CA, USA ", Posted 3 days ago
207, Data Analyst , Enterprise Engineering ,"Role : Technology Data Analyst Location: 1221 Sixth Avenue , NY (3 days a week) Long Term Contract      Need Local  Need financial / Banking Domain    Job Description Legal Compliance and Governance Technology Department is seeking a Technology Data Analyst (with Finance Domain experience) who will be responsible for the analysis, governance and management of data that is sourced into the shared data platforms that are used across LCG. This includes understanding of requested datasets, the ratio"," New York, NY, USA ", Posted 6 days ago
208, Regulatory Data Analyst - Supervision ," Charles Schwab & Co., Inc. ",Your Opportunity  Our Opportunity: Supervision and Controls (S&C) is an independent team responsible for providing centralized supervision and risk management support to Schwab's Investor Services (retail) business. Supervision and Controls vision is to be a trusted independent partner that promotes business growth through effective risk management.  Workplace Flexibility Program : We're proud to support our employees in a working approach that allows you to bring your best self to work - whethe," Westlake, TX, USA ", Posted 2 days ago
209, Sr. Data Analyst , Jobot ,"Hybrid - 3 Days Onsite - Flexible 2 day WFH  This Jobot Job is hosted by: Justin Rice Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $80,000 - $110,000 per year  A bit about us:  We've been around for 30 years and we focus on our clients and our employees. We are not a company that mails it in; we are looking for Bright, Motivated, and Eager to Learn Individuals to join our company. Here you will be working right alongside upper management, b"," Atlanta, GA, USA ", Posted 9 days ago
210, Sr. Strategy & Insight Data Analyst , Kellton ,"Candidates need to be located in either Denver, CO or Westlake, TX area - Hybrid work model  Sr. Insight Analyst  Responsibilities We are seeking a talented Business Strategy Analyst to support the measurement, monitoring, and analysis of the client experience and client interactions with Charitable The analyst will monitor and report on key operational and experience metrics, build data-driven insights to improve the experience, and analyze business processes for opportunities to mitigate unnec"," Denver, CO, USA ", Posted 3 days ago
211, Data Analyst , Prontoux INC ,"Hi,Greetings from Prontoux ! Please ignore, if already sent.Title:  Data Analyst    Number of openings - 1 Contract C to C  Location – Remote.Duration – Long termClient Name – CiscoImplementation Partner – ZensarAbout the Role:Job Description:    Must Have CISCO Exp.  Cisco Commerce, Sales booking, Sales lifecycle background.   Understanding of Oracle Install Base business transactions.  Requirement gathering and analyzing the impact across cross-functional team.  Work with multiple teams on sol"," San Jose, CA, USA ", Posted 7 days ago
212, Data Analyst , Intuites ,"Role: Data Analyst  Fully ONSITE Position*  Boise, ID  Interview: Either Webcam or In Person  Local candidates  ONLY submit candidates willing to be fully onsite for the duration of the role. LOCAL candidates are strongly preferred due to onsite requirements. Experience as Data Analyst responsible for data validation in relation to enterprise system(s) migrations 2 years Experience as Data Analyst responsible for data validation in relation to enterprise system(s) migrations 2 years Experience d"," Boise, ID, USA ", Posted 22 days ago
213, Data Analyst , AccruePartners ,"Data Analyst in Charlotte, North Carolina Posted 03/31/23  THE TEAM YOU WILL BE JOINING: An innovative and fast-growing company at the forefront of home services serving 1M+ customers.  We love solving problems and are motivated by challenges and continuous improvement.  We empower our team to become ""intrapreneurs,"" to take initiative, and to drive positive change.  Our experienced leadership team wants to do it right and is always open to new ideas.  We offer comprehensive compensation package"," Charlotte, NC, USA ", Posted 6 days ago
214, Data Analyst Senior , Apex Systems ,"Job#: 1340249 Job Description: Data Analyst Location: 3 days a week onsite in  McLean, VADuration: 12 month contractAbout the Organization: Project: Data Analytics/WarehousingCompensation: 65-70/hr The Expertise You Have: Strong data warehouse and analytics backgroundCreate business requirement documentation (BRD), user stories and acceptance criteria for Agile deployments.Requirement gatheringTranslating business requirements to technical requirements, -Process/data flow design -Technical spec "," McLean, VA, USA ", Posted 10 days ago
215," Sr BA/Data Analyst -- Universal City, CA (Hybrid) - Long term contract ", ITBMS Inc. ,"Sr BA/Data Analyst Location: Universal City, CA (2-3 days onsite) Long term contract **Candidate must be local and available for 2-3 days onsite in Universal City, CA. JD Senior Business / Data Analyst with (TV Distribution experience is a plus). Responsible for gathering business requirements, creating technical documentation, designing tables and ETL/ELT processes, and developing complex SQL logic to standardize, enhance and align data from multiple systems. Primary point of contact for busine"," Universal City, CA, USA ", Posted 15 days ago
216, Data Analyst , Apex Systems ,"Job#: 1336576 Job Description: Join our nationally recognized government client's team as a Data Analyst/Engineer and be part of an exciting and innovative project! We are seeking a talented individual to fill this remote position on a 3 year Contract to Hire basis, starting mid-May. The role requires a TS/SCI Clearance and is onsite in Alexandria, VA. If qualified, please send over your update resume to Adison at arunderwood@apexsystems.com  Clearance - Top Secret/SCI  Length - May 2023 - May 2"," Alexandria, VA, USA ", Posted 22 days ago
217, Data Analyst ," Softworld, Inc. ","Data Analyst  Daily Tasks: Invoicing Financial Reconciliation  Requirements: Highly Detail Oriented Organized Excel savvy Good with numbers Invoicing  V-look up SUM Pivot Tables Reconcile Billing THIRD PARTY AGENCIES, SUBCONTRACTORS, AND RECRUITERS NEED NOT APPLY. Applicants received from firms will not be considered. Subcontracting is not available for this position.", Remote , Posted 8 days ago
218, Data Analyst ," Aptude, Inc. ","Responsibilities: 10+ Years of Experience in Data AnalysisBachelor’s (Master's preferred) degree in Computer Science or related fieldMust have good experience with SQL, Tableau and PythonStrong Experience in Data VisualizationStrong data structures & algorithms experienceExperience dealing with data at scaleStrong passion for technology, a willingness to learn new skillsDesire to collaborate with team members and cross-functional", Remote , Posted 28 days ago
219, Senior Data Analyst , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client in Englewood, CO that is seeking a Senior Data Analyst to join the Network Data Analytics team. This team's focus is twofold. First, this team is tasked with the optimization and validation of data sets. The other important role this team serves is to interface with RF engineering in inorder to translate key performance indicators from formula into query form. As a Senior Data Analyst, you have the opportunity to aid in the latter objective: converting mathe"," Englewood, CO, USA ", Posted 13 days ago
220, Data Analyst , World Wide Technology ,"Data Analyst Why WWT? Fueled by creativity and ideation, World Wide Technology strives to accelerate our growth and nurture future innovation.  From our world class culture, to our generous benefits, to developing cutting edge technology solutions, WWT constantly works towards its mission of creating a profitable growth company that is a great place to work. We encourage our employees to embrace collaboration, get creative and think outside the box when it comes to delivering some of the most ad", Remote , Posted 28 days ago
221, Senior Business Analyst/Data Analyst , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client in Columbus, OH that is seeking a Senior Business Analyst/Data Analyst. In this role, the Senior Business Analyst/Data Analyst will be joining an elite team that is responsible for managing legacy datacenters migration to four datacenters specifically for enabling the entire firm to implement and test state-of-the-art infrastructure and application resiliency capabilities. The Datacenter Migration Command team is accountable for the designing and implementin"," Columbus, OH, USA ", Posted 1 day ago
222, Data Analyst , ValueMomentum ,"Hello,  Hope you are doing great. Please find the Job Description below. At ValueMomentum Inc, we are always looking to strengthen our organization by adding the best available talent to our workforce. ValueMomentum's Business Unit is focused on levelling the playing field for our Banking, Insurance and HealthCare industry Customers so that they can compete on an equal footing with the largest of their competitors. Role: Data Analyst Location: Warren, NJ(Hybrid) Candidate must go to the client l"," Warren, NJ, USA ", Posted 22 days ago
223, Sr. Data Analyst , Meduit ,"Role Summary **This position will be 100% remote** The Sr. Data Analyst will help Meduit develop tools that provide value to our customers by anticipating problems, forecasting, and predicting optimal action for resolution, and implementing machine learning prescriptive solutions. The primary focus of this role will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. The Sr. Data Analyst will be responsible", Remote , Posted 15 days ago
224, Data Analyst , Eliassen Group ,"We're looking for a Data Analyst to join our client's hybrid team in Charlotte. Due to client requirement, applicants must be willing and able to work on a w2 basis. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefits, 401k with company matching, and life insurance.  Responsibilities of the Data Analyst:  Offer expertise in translating complex data into key strategic insights and valuable actions Discover business narratives told by the da"," Charlotte, NC, USA ", Posted 23 days ago
225, Financial Data Analyst , Jobot ,"Exciting company in North Dallas, TX looking for a sharp Financial Business Analyst to join their growing team!  This Jobot Job is hosted by: Roxy Kupfert Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $55,000 - $65,000 per year  A bit about us:  Location in North Dallas, TX we are a mid-sized growing company in the financial services industry. We are looking for a sharp support focused Data Analyst to join our client delivery team and hit th"," Dallas, TX, USA ", Posted 13 days ago
226, Data Analyst Journeyman , SAIC ,"Job ID: 2211443  Location: REMOTE WORK, VA, US  Date Posted: 2023-04-10  Category: Information Technology  Subcategory: Metrics and Data  Schedule: Full-time  Shift: Day Job  Travel: Yes, 10 % of the Time  Minimum Clearance Required: Secret  Clearance Level Must Be Able to Obtain: None  Potential for Remote Work: No  Description Introduction Make a difference for national security by joining a team of dedicated IT professionals who will sustain, modernize and transform the enterprise IT capabili", Remote , Posted moments ago
227, Senior Data Analyst , Kforce Technology Staffing ,"RESPONSIBILITIES: A Kforce client is seeking a Senior Data Analyst in Boston, MA.  Responsibilities: * The Senior Data Analyst represents the interests of the Sales division on sales enablement projects and initiatives by understanding, creating, and translating business and data requirements into system requirements while working with IT and vendor partners to ensure that system and data design aligns with requirements and business needs * Subject matter expert for sales systems providing syste"," Remote or Boston, MA, USA ", Posted 14 days ago
228, Data Analyst , UST ,"Data Analyst  Lead I - Data Analysis   Who we are: Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.  UST is a mission-driven group of over 29,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, ", Remote , Posted 9 days ago
229," Business Intelligence, Data Analyst ", MDMS Recruiting ,"Business Intelligence, Data Analyst Location: Remote (Eastern Standard Time) Duration: 12 months + Core Skills: Data modeling, Power BI desktop, Online, DAX expressions, Paginated Reports, SQL/TSQL and Property & Casualty insurance  Position Summary: The Senior BI Data Analyst will be responsible for performing analysis, reporting and visualization to support decisions within different areas of the firm. He/she will be responsible for creating and maintaining various database objects, dashboards", Remote , Posted 4 hours ago
230, Tableau Data Analyst , SAIC ,"Job ID: 2305087  Location: LAKEHURST, NJ, US  Date Posted: 2023-04-12  Category: Information Technology  Subcategory: Metrics and Data  Schedule: Full-time  Shift: Day Job  Travel: No  Minimum Clearance Required: None  Clearance Level Must Be Able to Obtain: Secret  Potential for Remote Work: No  Description SAIC is seeking a Tableau Data Analyst to support multiple teams in Lakehurst, New Jersey. This program supports engineering and technical services for the Naval Air Systems Command (NAVAIR)"," Lakehurst, NJ, USA ", Posted moments ago
231, Data Analyst , American Technology Consulting LLC ,"Hello Folks,   Greetings,       Title: Data Analyst 2 Location: Richmond, VA (Hybrid)  Duration: 12+ months   Note: Client is looking for locals only, non local will not be submitted   Job Description:  Recommended Skill Sets needed: Proven working experience as a Data AnalystStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsTechni"," Richmond, VA, USA ", Posted 10 days ago
232, Data Analyst , The Tri-Com Consulting Group ,"100% remote  Vital records/vital statistics is identified as a core public health system by CDC.  A key goal of core systems is to provide timely and high-quality data for public health use and decision-making.  In support of that goal, the SAR unit is working to define foundational data quality metrics for birth and death data and develop quality assurance reports to monitor and improve data quality over time.  The unit is also building a data governance framework that includes vital statistics", Remote , Posted 38 days ago
233, Business / Data Analyst , MacroPros ,"Working at Macro Solutions, a leading provider of IT and management consulting services, is an opportunity to collaborate with great people who have a passion for the services they provide to our clients. We are currently looking for an experienced Business / Data Analyst to Remotely join one of our long-term projects based in Washington, DC. Federal Client requires US citizenship.  Responsibilities  Typically required to work as a team member under the direction of senior personnel.Supports bus"," Arlington, VA, USA ", Posted 1 hour ago
234, Senior Environmental Data Analyst , The Walt Disney Company ,"The Sr. Environmental Data Analyst will report financial and environmental metrics related to The Walt Disney World Resort (WDW) emissions, water, and waste usage as WDW moves towards The Walt Disney Company's (TWDC) 2030 environmental goals. You will engage and influence important partners across the WDW Resort to ensure data is tracked and reported. You will be reporting to the Manager, Environmental Programs.  Responsibilities/You Will  Provide expert data-driven decision-making supportSuppor"," Lake Buena Vista, FL, USA ", Posted 6 days ago
235," Direct Client Position: Data Analyst || McLean ,VA ( Onsite in Hybrid Model)_MS "," Pyramid Consulting, Inc. ","Immediate need for a talented Senior Data Analyst . This is a 6+ Month Contract to Hire  opportunity with long-term potential and is located in McLean ,VA ( Onsite in Hybrid Model) Please review the job description below and contact me ASAP if you are interested. 23-11130 Pay Range: $50/Hr - $60/Hr ( Negotiable )  Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Key Responsibilities: Abil"," McLean, VA, USA ", Posted 24 days ago
236, Privacy Data Analyst ," TSR Consulting Services, Inc. ","Our client, a leading pharmaceutical company, is hiring a Privacy Data Analyst consultant on a contract basis. Work Location  Princeton, NJ Summary:  The Privacy Analyst will work with the Data Privacy Office and its stakeholders in complying with the requirements of the EU GDPR and other applicable data protection laws that affect client and its entities worldwide. Main Responsibilities:  • Leading Data Protection Impact Assessments (DPIA).  • Creating Data Flow diagrams capturing business proc"," Princeton, NJ, USA ", Posted 23 hours ago
237, Healthcare IT Data Analyst , Rishabh Software Pvt. Ltd ,"Must Have:  2+ years of industry experience with SQL and Tableau.  2+ years of industry experience with cloud data systems/Oracle  2+ years experience with SQL Server Studio  ESSENTIAL RESPONSIBILITIES / DUTIES:  Develop analysis that help the organization understand and monitor performance, break down key drivers, and identify new opportunities.  Acts as pharmacy data Subject Matter Expert (SME) responsible for understanding the pharmacy data living in systems throughout BMC.  Understand the le", , Posted 13 days ago
238, Lead Data Analyst with Pharma Exp , CLIECON SOLUTIONS ,"Cliecon Solutions Inc, (head quartered in central NJ ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in Staff Augmentation. We handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. We specialized in recruiting for Application development, Big data, Databases, Infrastructure, Cloud, Mobile and ERP based solutions projects.Job Title : Lead Data Analyst with Pharma Exp  Location : Cambridg"," Cambridge, MA, USA ", Posted 10 hours ago
239, Operations Research/Data Analyst , Aerospace Corporation ,"The Aerospace Corporation is the trusted partner to the nation's space programs, solving the hardest problems and providing unmatched technical expertise. As the operator of a federally funded research and development center (FFRDC), we are broadly engaged across all aspects of space- delivering innovative solutions that span satellite, launch, ground, and cyber systems for defense, civil and commercial customers. When you join our team, you'll be part of a special collection of problem solvers,"," Colorado Springs, CO, USA ", Posted 2 days ago
240, Senior Data Analyst ," Judge Group, Inc. ","Location:  Boston, MA  Description: Senior Data Analyst : Location : Boston, MA / Hybrid Duration : 12 months Job Description : Client is seeking a talented senior level Data Analyst to lead a highly complex Data Centric system development. Ideal candidate must have prior experience working with data centric applications and business reporting while working with very large and complex datasets. Candidate will be responsible to design, develop and maintain a data analytical platform that will req"," Boston, MA, USA ", Posted 1 day ago
241, System Data Analyst , Alpha Silicon ,"System Data Analyst (5 Open Role)  Remote Around 8-10 years of experience in demonstrating Data Analysis on high volume of data Experience in building Source to target mapping sheets in discussion with source SME's and Business and working with data modelers and Data Engineers to build & validate the E2E data flow Must Telecom exp Technical proficiency regarding database design development, data models, techniques for data mining, data profiling and segmentation. Proficiency in programming/scrip", Remote , Posted 2 days ago
242, Data Analyst 4 ," ConsultNet, LLC ","Job Description Senior Data Analyst Anyone of our client's Nationwide locations Contract, Contract to Hire Job Description: Our client, a prominent regulatory body in the U.S. Stock and Bond markets, is currently looking for a strong Big Data Analyst to work in their Big Data/ML/AI space. The ideal candidate will bring experience in Python, and have experience with using PowerBI, their enterprise reporting system. Our client has also been working extensively with DataIku and experience with that"," Washington, DC, USA ", Posted 2 days ago
243, ILI Inspection Data Analyst III , Jobot ,"ILI Data Analyst with MFL experience  This Jobot Job is hosted by: Calley Findley Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $70,000 - $80,000 per year  A bit about us:  Our client leads the industry in Pipeline inspections, and manufactures all of their products. They proudly foster a work environment that encourages professional growth and continuous improvement.  Why join us?  Very relaxed atmosphere and team, We all help each other. C"," Calgary, AB, Canada ", Posted 1 day ago
244, ILI Inspection Data Analyst III , Jobot ,"ILI experience needed, Data Analysis II, (Hybrid an option)  This Jobot Job is hosted by: Calley Findley Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $70,000 - $80,000 per year  A bit about us:  Our client leads the industry in Pipeline inspections, and manufactures all of their products. They proudly foster a work environment that encourages professional growth and continuous improvement.  Why join us?  Very relaxed atmosphere and team, We"," Tulsa, OK, USA ", Posted 1 day ago
245, Data Analyst (Metadata) , Experis ,"Job Title - Metadata Analyst  Our client is looking for hardworking, motivated talent to join their team. This position is with one of the leading Financial Services organizations and they are hiring actively for this role.  Job Locations - Charlotte, NC Work Model - Hybrid (3 days onsite, 2 days remote) Pay rate - $48/hr on W2 Skills required: Data warehousing experience a plus, SQL, source to target mappings, locating/matching data elements to requirements. Looking for experience in metadata m"," Charlotte, NC, USA ", Posted moments ago
246, Merchandising Data Analyst , Uline ,"Merchandising Data Analyst Corporate Headquarters 12575 Uline Drive, Pleasant Prairie, WI 53158  Uline takes pride in our quality products, and even greater pride in the incredible people who make our success possible. Join us as a Merchandising Data Analyst, digging deep into data to keep a pulse on inventory, supply chain and consumer trends so we deliver on our ""always in-stock"" customer promise! Better together than apart. This position is on-site, and we are looking for good people who shar"," Pleasant Prairie, WI, USA ", Posted 2 days ago
247, Data Analyst - Power BI , Planet Technology LLC ,"Fulltime Data Analyst - Power BI Job with our client in Orlando, FL Hybrid Model No C2C options - Must be able to work without sponsorship Our client in Orlando, FL We are looking to hire a Data Analyst (Power BI) to join our Applications team. The incumbent will be responsible for managing our data sets, developing visualizations, reports and dashboards, and troubleshooting data issues. To succeed in this role, you will need a strong attention to detail, experience as a data analyst, and a deep"," Orlando, FL, USA ", Posted 3 days ago
248, Sr. Business Data Analyst (SQL/Python) , Ledgent Technology ,"Ledgent Technology is actively looking for a Business Data Analyst with 5+ years of experience to work with our client's implementation and data analytical team for a Permanent/Direct-Hire role!  **Candidates MUST reside in the metro Atlanta area as this is a hybrid role (2 days in-office/week)**  The position is highly technical and requires a strong knowledge of SQL coding and experience with a programming language such as Python. Responsibilities include onboarding new clients, aggregating an"," Alpharetta, GA, USA ", Posted 60+ days ago
249, Business/Data Analyst , Motion Recruitment ,"A SaaS firm is seeking a hybrid Business/Data Analyst to collaborate closely with clients on project implementation. You will be working directly with end-users & customers gathering requirements, deciding solutions, and implementing software.  This company combines the dynamism and size of a startup with the stability of a more established organization under tenured leadership. Excellent learning opportunity with a strong internal focus on employee development, direct client contact, and exposu"," Washington, DC, USA ", Posted 16 days ago
250, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," Norwalk, CA, USA ", Posted 2 days ago
251, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," Los Angeles, CA, USA ", Posted 2 days ago
252, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," San Diego, CA, USA ", Posted 2 days ago
253, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," San Francisco, CA, USA ", Posted 2 days ago
254, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," Long Beach, CA, USA ", Posted 2 days ago
255, Data Analyst - Audio Technology Industry , Motion Recruitment ,"Job Description Looking for a Data Analyst with 3-5 years of experience for a 6-month contract-to-hire role for one of the leading audio, imaging, and voice technology companies. Our client is a leading global innovator for cinema, home theaters, PCs, mobile phones, and the gaming industry. With over 5,000 employees worldwide, their mission is to help enable the most immersive experiences that technology can deliver. This position will be responsible for developing data analysis to support disru"," Irvine, CA, USA ", Posted 2 days ago
256, Data Analyst , Tech Providers Inc. ,Role: Data Analyst Quality Advisor Location: Remote Duration: 8+ Months of contract (Possible Extension and/or contract to hire)   Job Description Processing and Supporting Data using Excel (Advanced)Manipulating data (deal with large data sets that come in from members)Work with members to explain and validate information- will be doing this dailyWork with internal people like Quality Director and Technical people in IT    Required Qualifications and skills: Experience with Excel (pivot tables), Remote , Posted 14 days ago
257, Senior Data Analyst - Marketing , Fora Financial ,"Fora Financial is a technology enabled, leading provider of flexible financing to small and medium sized businesses. Since our inception in 2008, we have supported more than 25,000 merchants nationwide with over $2 billion of capital used for a variety of purposes, from funding everyday operating expenses to managing cash flow gaps to facilitating business expansion, and much more. Leveraging our proprietary technology, Fora Financial is able to deliver capital to our customers via a streamlined"," New York, NY, USA ", Posted 60+ days ago
258, Business Data Analyst ," Acadia Technologies, Inc. ","Understanding the Business Objective. Analytical and Critical Thinking. Communication and Interpersonal Skills. Negotiation and Cost-Benefit Analysis.SQL. Structured Query Language, or SQL, is the standard language used to communicate with databases. Statistical programming. Machine learning. Probability and statistics"," Vancouver, WA, USA ", Posted 2 hours ago
259, Technical Data Analyst , World Wide Technology ,"Technical Data Analyst Company Overview World Wide Technology (WWT) is a global technology integrator and supply chain solutions provider. Through our culture of innovation, we inspire, build, and deliver business results, from idea to outcome. Based in St. Louis, WWT works closely with industry leaders such as Cisco, HPE, Dell EMC, NetApp, VMware, Intel, AWS, Microsoft, and F5, focusing on three market segments: Fortune 500 companies, service providers and the public sector.  WWT is a $14.5 bil"," Bloomfield, CT, USA ", Posted 60+ days ago
260, Data Analyst , Themesoft Inc ,"Role: Data Analyst  Long Term Contract  Remote  If interested, please share me your updated resume @ Engagement Description Responsible for leading complex projects and independently executing analyses that support the healthcare value portfolio. Translates technical results into answers for healthcare business needs and applies a strong understanding of healthcare industry when creating those solutions. Partners effectively outside of the business team to execute work. Works closely with team m"," Plano, TX, USA ", Posted 28 days ago
261, Senior Data Analyst , Vega Consulting Solutions ,"Vega is Hiring! We are actively staffing a Senior Data Analyst position with our direct healthcare client. Must be an expert in SQL for Data Analysis, Data Profiling, Data Manipulation, Data Validation and Reporting. This position is 100% remote Coordinate with development and Data Product teams to understand the requirements.Develop pseudo queries and document STMs for data integration requests.Analyze and investigate data quality issues reported by Data Product teams.Coordinate with Developmen", Remote , Posted 60+ days ago
262, Event Data Analyst , Robert Half ,"Description Event Data Analyst Responsibilities:  • Manage, monitor, track and report on all events  • Perform event registration maintenance in our proprietary ticketing system including responding to attendee's questions, making registration changes and providing updates to team members and clients  • Set registration rules/parameters (early bird rates and dates, etc.) based on experience and past year's registration data analysis  • Provide analysis and new ideas/testing using this informatio"," Aventura, FL, USA ", Posted 4 days ago
263, Data Analyst - PIPELINE ," Judge Group, Inc. ","Location:  Pittsburgh, PA  Description:  Our client is currently seeking a Data Analyst - PIPELINE  [ Additional Description ] Seeking a technical data and reporting analyst that gathers, organizes, and reviews data from multiple information sources to develop, automate, analyze and present information on key performance metrics.  Maintains a meaningful set of metrics using data from central repository and other internal information sources.  Maintains process and pipeline to collect key data/me"," Pittsburgh, PA, USA ", Posted 5 days ago
264, Data Analyst ," Judge Group, Inc. ","Location:  St. Louis, MO  Description:  Our client is currently seeking a Data Analyst  Onsite position in Saint Louis, MO This team provides custom solutions for requests that cannot be completed via the tool set that currently exists. (TMS, CCS VB Macros) and support projects both internally and externally. Key Projects Include: Government programs; Rate Increase Support; COVID Related; Supporting visual basic automation for all custom macros Requirements: 6+ years of experience in a comparabl"," St. Louis, MO, USA ", Posted 15 days ago
265, HealthCare Data Analyst , Goahead Solutions ,"GoAhead Solutions has a great opportunity in Columbus, OH (Remote) for a Healthcare Data Analyst. This would be a Twelve month contract to start out. Must work East coast hours.   Job Description: -Must have prior payer/provider experience with large data sets, otherwise they will not be a fit. Looking for a strong resource. -The ideal individual will have Seven (7) years IT work experience with five (5) years in quality assurance and/or data management. -Expertise with data quality tools for da"," Remote or Columbus, OH, USA ", Posted 60+ days ago
266, Graph Data Analyst ," ConsultNet, LLC ","Job Description Graph Data Analyst Anyone of our client's Nationwide locations Contract, Contract to Hire Pay Rate: DOE Job Description: Our client, a prominent regulatory body in the U.S. Stock and Bond markets, is currently looking for a strong Big Data Analyst to work in their Graph Technology group. Our client is looking for someone with a strong history working in Big Data environments doing heavy, technical hands-on, data analysis. The ideal candidate will be an expert in SQL and have stro"," Rockville, MD, USA ", Posted 7 days ago
267, Security Data Analyst , V Group Inc ,"Direct End Client: Metropolitan Transportation Authority  Job Title: Security Data Analyst  Duration: 06 Months  Start Date: ASAP  Location: 2 Broadway, NY  Position Type: Contract Interview Type: In Person or Telephonic or Webcam  Requirement ID: MTA_POWE495_VV  Hours/ Week : 40 Hours / Week  Position #: 3495-1 Note : Please Note This Position Will Allow Consultant to Work On A Hybrid Remote Schedule (2 Days Onsite/3 Days Remote) Upon Start. Summary of the function/role: The Safety & Security D"," New York, NY, USA ", Posted 7 days ago
