,title,company,description,location,posted_date
256, Enterprise Data Infrastructure Architect #4 Data Architect/10 plus years exp required , Fourans ,"Job Title: Enterprise Data Infrastructure Architect #4 **This is a hybrid/remote position - only candidates in Tennessee and able to commute to Nashville, TN regularly will be considered.** The standard work week is 37.5 hrs./wk. The Data Architect will serve as a subject matter expert and trusted advisor providing technical support and architectural guidance to leadership, business partners, and internal teams.  Responsibilities: Define and oversee Data architecture, implementation for diverse "," Nashville, TN, USA ", Posted 7 days ago
257, SENIOR DATA ARCHITECT - CLOUD (100% REMOTE) , Provish Consulting ,"Job Title: DATA ARCHITECT (Cloud) Location: 100% Remote 6 months Contract to Hire or Fulltime Must Have Skills/Experience: The candidate should have overall 12 + years of experience. As a Data Architect demonstrate an advance ability to manage large data sets, cloud computing, open-source tools, and optimization techniques. 5+ years of proven experience in application architecture, Cloud Solutions with emerging technologies, Big Data, Data Modeling, Data Architecture, Data Warehousing and Busine", Remote , Posted 60+ days ago
258, Data Modeler / Architect , Bitwise ,"About Bitwise   Founded in 1996, Bitwise is a leading technology solutions provider leveraging technology & innovation for 25+ years to help businesses solve complex challenges, unlock value, and maximize competitive advantage. How do we do it? We bring together the industry’s finest and most experienced professionals in a diverse, inclusive, and collaborative culture, powered by innovation, continuous learning, and a shared passion for the immense potential of technology.   About the Job   Titl"," Atlanta, GA, USA ", Posted 29 days ago
259, Day 1 onsite : full time role as a Data Architect ," TESTINGXPERTS, INC. DBA DAMCOSOFT ","Role: AWS Data Architect  Location: Atlanta, GA (onsite)  Type: Full-Time  Mandatory Skills: AWS S3, EMR, Athena, Glue, Lambda AWS Redshift AWS IAM, Athena  JD: AWS Data Architect who can demonstrate following skills: Design a data storage structure design an AWS Data Lake solution recommend file types for storage recommend file types for analytical queries design for efficient querying design for data pruning | design a folder structure that represents the levels of data transformation design a"," Atlanta, GA, USA ", Posted 58 days ago
260, Data Architect Director- Healthcare , Corporate Consulting Services ,"Principal Data Architect LEVEL Senior REPORTS TO Chief Technology Officer VACANT SINCE Less than 30 days VACANCIES 1 TRAVEL REQUIRED Travel not required VISA SUPPORT No visa sponsorships supported OFCCP/EEOC Location(s) WILL THIS HIRE NEED TO REPORT TO A SPECIFIC LOCATION? No, they can work from anywhere COUNTRY United States of America Monetary Confidential CURRENCY $ USD $180-$200 k  SIGNING BONUS Negotiable RELOCATION PACKAGE None Must-Haves 1 Thought leader with 15+ years of experience in Da", Remote , Posted 60+ days ago
261, IT Lead Data Architect , Eli Lilly and Company ,"At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our 35,000 employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We're looking for people who are det"," Indianapolis, IN, USA ", Posted 60+ days ago
262, Azure Data Engineer architect (Synapse Analytics required) --- Hybrid Role ( Remote & Once a week Onsite ) , Zillion Technologies ,"THIS IS A DIRECT CLIENT REQUIREMENT ! Those authorized to work without sponsorship are encouraged to apply please. Reach Shaily Sharma -- || 908-CALL-487-NOW-4334       Azure Data Engineer architect – Synapse Analytics Location : Remote and Onsite ( once a week ) Duration : 1 year plus extensions   Responsibilities: Provide technical architecture guidance and expertise in developing, architecting, and maintaining Azure Synapse Analytics end to end solution, Azure Databricks, spark pool, and moni"," Vienna, VA, USA ", Posted 8 days ago
263, Lead Data Architect ," Judge Group, Inc. ","Location:  New York City, NY  Salary:  $140,000.00 USD Annually - $150,000.00 USD Annually  Description:  Our client is currently seeking a Lead Data Architect  Hybrid in Austin, TX OR NY, NY Permanent This job will have the following responsibilities: Proven track record of driving data transformation, ideally in Financial Services or Insurance Significant experience developing and delivering data and digital capabilities for large organizations Expertise, networking, and awareness of trends ac"," New York, NY, USA ", Posted 60+ days ago
264, Data Architect  100% Remote - $125K , The Denzel Group ,"The Denzel Group has been chosen by a growing company to recruit on a Data Architect  position. In this role you will be responsible for providing data modeling and source to target mapping for database development projects, design and user support for business intelligence implementation, design and ownership of the corporate data architecture. This is a permanent position that is 100% remote. Our client offers a competitive base salary, bonus, and excellent benefits! Experience: ** 5+ years ex"," Bridgewater, NJ, USA ", Posted 60+ days ago
265, Data Architect  100% Remote - $125K , The Denzel Group ,"The Denzel Group has been chosen by a growing company to recruit on a Data Architect  position. In this role you will be responsible for providing data modeling and source to target mapping for database development projects, design and user support for business intelligence implementation, design and ownership of the corporate data architecture. This is a permanent position that is 100% remote. Our client offers a competitive base salary, bonus, and excellent benefits! Experience: ** 5+ years ex"," Tampa, FL, USA ", Posted 60+ days ago
266, Data Architect  100% Remote - $125K , The Denzel Group ,"The Denzel Group has been chosen by a growing company to recruit on a Data Architect  position. In this role you will be responsible for providing data modeling and source to target mapping for database development projects, design and user support for business intelligence implementation, design and ownership of the corporate data architecture. This is a permanent position that is 100% remote. Our client offers a competitive base salary, bonus, and excellent benefits! Experience: ** 5+ years ex"," Atlanta, GA, USA ", Posted 60+ days ago
267, Data Architect  100% Remote - $125K , The Denzel Group ,"The Denzel Group has been chosen by a growing company to recruit on a Data Architect  position. In this role you will be responsible for providing data modeling and source to target mapping for database development projects, design and user support for business intelligence implementation, design and ownership of the corporate data architecture.  This is a permanent position that is 100% remote. Our client offers a competitive base salary, bonus, and excellent benefits! Experience:  ** 5+ years "," Charlotte, NC, USA ", Posted 60+ days ago
268, Data Architect  100% Remote - $125K , The Denzel Group ,"The Denzel Group has been chosen by a growing company to recruit on a Data Architect  position. In this role you will be responsible for providing data modeling and source to target mapping for database development projects, design and user support for business intelligence implementation, design and ownership of the corporate data architecture. This is a permanent position that is 100% remote. Our client offers a competitive base salary, bonus, and excellent benefits! Experience: ** 5+ years ex"," Philadelphia, PA, USA ", Posted 60+ days ago
269, Data/BI Architect ," Zachary Piper Solutions, LLC ","Piper Companies is seeking a  Remote Data/Business Intelligence Architect  to join a leading financial technology company in a fully remote role. The Data/BI Architect  will architect, develop, and transform their Business Intelligence strategy and platform. Responsibilities of the Data/BI Architect Instructor include: Participate in requirement gathering sessions with business stakeholders  Execute data mining, analysis, and insights on large data sets  Perform hands-on design, development, con", Remote , Posted 3 days ago
270, Data Architect AWS/Python Specialist , Maxima Consulting Inc ,L3 Support US - L3 Production Support – Citi Tampa FL Roles & Responsibilities: -  Mainly responsible for providing L3 or Tech support to Regional ETF Operations team. -  Responsible for acting proactively on Incidents find root cause of the issue and assist Ops in completing their daily business activities with Zero business impact -  Responsible for closing assigned Incidents -  Responsible for identifying redundant manual activities or pain areas and plan automation -  Expected to be interact," Tampa, FL, USA ", Posted 60+ days ago
271, Azure Data Engineer / Architect -(LOCALS REQUIRED) - Hybrid Role - 1  Day a week Onsite , Zillion Technologies ,"NO VENDORS / THIRD PARTY CALLS PLEASE  THIS IS A DIRECT CLIENT REQUIREMENT ! Those authorized to work without sponsorship are encouraged to apply please. Reach Saakshi Sahni -- || 703-CALL-955-NOW-1070   Azure Data Engineer/Architect: Azure Cloud Architect: Direct Client Location: Hybrid Role - 1 day in office (Vienna, VA) // 4 Days fully remote     Experience in designing and architecting end to end Analytics solution in Azure platform.Experience in real time, batch data ingestion and Change da"," Vienna, VA, USA ", Posted 16 days ago
272, Remote Data/Business Intelligence Architect ," Zachary Piper Solutions, LLC ","Piper Companies is seeking a Remote Data/Business Intelligence Architect  to join a leading financial technology company. The Data/BI Architect  will architect, develop, and transform their Business Intelligence strategy and platform. Responsibilities of the Data/BI Architect Instructor include:  Participate in requirement gathering sessions with business stakeholders  Execute data mining, analysis, and insights on large data sets  Perform hands-on design, development, configuration, and testing", Remote , Posted 6 days ago
273, Azure Data Engineer architect  --- (Cosmos DB required ) ---- 100 % REMOTE , Zillion Technologies ,"THIS IS A DIRECT CLIENT REQUIREMENT ! Those authorized to work without sponsorship are encouraged to apply please. Reach Shaily Sharma -- || 908-CALL-487-NOW-4334       Azure Data Engineer architect – NoSQL (Cosmos DB): Location : Remote and Onsite ( once a week ) Duration : 1 year plus extensions       Responsibilities: Provide technical architecture guidance and expertise in developing, architecting, and maintaining end to end solution in Cosmos DB, Azure Databricks, and monitoring of high-vol"," Vienna, VA, USA ", Posted 8 days ago
274," Data Architect: healthcare (global med device / SaaS products), on-prem & cloud DB / DW / data lakes / data streaming / AI / ML ", KORE1 ,"THIS ROLE CAN BE DONE REMOTELY FROM THE US BY THOSE CURRENTLY AUTHORIZED FOR WORK IN THE US. 10% TRAVEL WILL BE REQUIRED. YOU WILL BE WORKING W/ GLOBAL TEAMS, SO FLEXIBILITY IS NEEDED AT TIMES TO COORDINATE SCHEDULES. KORE1, a nationwide provider of staffing and recruiting solutions, has an immediate opening for a Data Architect: healthcare (global med device / SaaS products), on-prem & cloud DB / DW / data lakes / data streaming / AI / ML This position is responsible for the overall management,"," Remote or New York, NY, USA ", Posted 7 days ago
275, Azure Data Architect with Synapse , Jade Biz Services ,"Job Title Azure Data Architect.  Hire Type: Full Time  Location Hybrid (Houston, TX) Responsibilities:  Design and implement effective database solutions and models to store and retrieve company data. Azure and Synapse Experience is needed. Examine and identify database structural necessities by evaluating client operations, applications, and programming. Assess database implementation procedures to ensure they comply with internal and external regulations. Install and organize information syste"," Houston, TX, USA ", Posted 60+ days ago
276, Sr. Data Engineer/Sr. Data Architect , Aerospace Corporation ,"The Aerospace Corporation is the trusted partner to the nation's space programs, solving the hardest problems and providing unmatched technical expertise. As the operator of a federally funded research and development center (FFRDC), we are broadly engaged across all aspects of space- delivering innovative solutions that span satellite, launch, ground, and cyber systems for defense, civil and commercial customers. When you join our team, you'll be part of a special collection of problem solvers,"," Chantilly, VA, USA ", Posted 60+ days ago
277," Snowflake Data Architect- Chicago, IL (Onsite) ", Reliant Vision Group Inc ,"Role: Snowflake Architect Location: Chicago, IL (Onsite)  Type: Full-Time Mandatory Skills: Snowflake,ETL, Bi JD: Data Warehouse Architect with experience in setting up data warehouse using cloud technologies like Snowflake Consulting, participating in presales, solutions and accelerator development, kickstarting large customer engagements You will be part of the solutions and practiotioners team. The responsibilities include Consulting, participating in presales, solutions and accelerator devel"," Chicago, IL, USA ", Posted 60+ days ago
278, Data Architect Opportunity - Remote , BayOne Solutions ,"Job Title: Data Architect   Location: 100% Remote  Duration: 18-24 Months Contract  Client: Direct Client Rate: $80/hr. on W2  (Only W2)   Top Skills: Graph DatabaseData architecture experience for data warehouses and preferably Master Data Management (MDM) systemsData modeling – normal form and dimensionalIntermediate SQL skills  Minimum Qualification: BA/BS in Business, Engineering, Computer Science/Information Systems or equivalent.5 years of experience in analyzing data and presenting the re", Remote , Posted 60+ days ago
279, Google Cloud Platform Data Architect , Qcentum Technologies ,"Solid hands-on experience in design, development and maintenance of Data integration and data warehousing projects. Strong experience in designing dimensional data models, ETL and DW jobs for multiple end-to end project implementation. Have good knowledge of big data techniques and performed data ingestion, transformation, storage, and warehousing in two datalake projects on Google cloud platform and MS Azure. Have business acumen to understands client's requirement and covert them to technical ", , Posted 60+ days ago
280, Connected Services-Data Architect (RDBMS) - Level 2 , HTC Global Services ,"HTC Global Services wants you. Come build new things with us and advance your career. At HTC Global you'll collaborate with experts.  You'll join successful teams contributing to our clients' success.  You'll work side by side with our clients and have long-term opportunities to advance your career with the latest emerging technologies. At HTC Global Services our consultants have access to a comprehensive benefits package. Benefits can include Paid-Time-Off, Paid Holidays, 401K matching, Life an"," Auburn Hills, MI, USA ", Posted 60+ days ago
281, Data Architect - PA ," Winning Edge Solutions, LLC ","Job Description:  Data Architect in Pittsburg, PA (Remote - The candidate needs to be from the EAST COAST). Key Skills:  Big data, Kinesis, Python, Postgress/ SQL  Preferred Qualifications: Minimum 12 years of working experience  Excellent communication skills  Hands-on development experience and willingness to develop and code the assignments  Experience working as a data architect and working with customer stakeholders,  We need candidates who have - DMS, kinesis, and Python at the expert leve"," Pittsburgh, PA, USA ", Posted 60+ days ago
282, Senior Data Engineer/ Cloud Architect , Peoplefinders.com ,"Who We Want Have you always excelled at building technology solutions? Do you enjoy working on new products and ideas? Are you the type that can juggle several projects at once, using your skill and experience to make all of them successful? If yes, then we want you.  We need versatile developers to join our data engineering team in moving our technology and data solutions to the next level. Help us provide our users with innovative products and services. We are setting up a more flexible data i", Remote , Posted 20 days ago
283, Senior Data Architect ," IT Associates, Inc. ","Full-Time Position  Oak Brook, IL    Our client is looking to add a Sr. Data Architect that will be a member of the IT Enterprise Data Warehouse team and is responsible for the architectural design solutions utilized to provision of data to our cloud data platform using data ingestion and transformation techniques.  This position provides technical thought and architectural leadership to the EDW team to develop, implement, and support a complex Data Management environment.    Essential Job Funct"," Oak Brook, IL, USA ", Posted 60+ days ago
284, Data Lead /Architect , Dumpa Consulting LLC ,"Role: Data Lead /Architect  Location: Pittsburg, PA (Remote) but should be available for Twice a monthly business travel. The candidate needs to be from the EAST COAST location.  Type: FTE/C2C Minimum 12 years of working experience Excellent communication skills Hands-on development experience and willingness to develop and code the assignments Experience of working as an data architect and working with customer stakeholders, We need candidates who has Databases like Postgres or SQL or oracle, D", Remote , Posted 9 hours ago
285, Sr. Data Architect ," TOP Consulting, Inc ","Sr. Data Architect The Senior Enterprise Data Architect \ Data Modeler position is a highly technical position with responsibility to lead the development, validation, publishing, and maintenance of logical and physical data models required to migrate new / existing independent data marts into the EDW, and for new business requirements to be implemented using the EDW. Responsibilities: Azure Synapse ExperienceExtensive Data Architecture and Modeling Experience to design, document and build datab", Remote , Posted 60+ days ago
286, Data Solutions Architect , Hectadata LLC ,"Greetings! I would like to introduce myself as Divya Dharshini working as a Technical Recruiter at Hectadata, LLC. Wayne, NJ.  We came across your resume online and we might have an opportunity that appears to match your skills.  If you are interested, kindly review the job description below and let me know if you are available and do call me at your earliest.Title: Data Solutions Architect Location: Atlanta, GA (on-site)  Job Description: Looking for a Solutions Architect with experience in Dat"," Atlanta, GA, USA ", Posted 9 hours ago
287, DATA ARCHITECT- HEALTHCARE (100% REMOTE) , Provish Consulting ,"Data Architect - Healthcare focused Location: 100% REMOTE FULLTIME OR 6 Months C2H Need a Healthcare focused Data Architect who has experience in Cloud as well strong HC Data Modeling experience . Someone worked in Cloud Environment, not necessarily ETL perspective, but can design data layers like Bronze, Silver and Gold. Both structured and unstructured. Thanks and you have a great day, Sreenath Arcot Provish Consulting, Inc. 7301 Carmel Executive Park Drive  Suite 200, Charlotte, NC 28226 Dire", Remote , Posted 60+ days ago
288, Data Modernization Architect L1 , Jefferson Frank ,"Hey I'm a specialist AWS recruiter working on an exciting, cloud-native, rapidly growing Premier AWS Consulting Partner project which is looking to double its headcount over the next 12 to 18 months. The company is an all-in AWS cloud-native services provider focused on helping customers utilize the capabilities of the cloud to achieve Operational Excellence, Security, Reliability, Performance, and Total Cost Optimisation. They are focused on Cloud Migrations, Containers, Servile, Data and Analy"," New York, NY, USA ", Posted 8 days ago
289, Data Quality Architect- ," Sysmind, LLC ","Data Quality Architect  Location  Dallas ft Worth TX Need to be onsite as the offices are open in Hybrid mode JD for DQ Knowledge of any Data Quality standards, guidelines and best practices. 3+ years' experience in defining and deploying data quality programs and tools on enterprise data quality projects. Experience in data profiling & data quality rules development using any Data Quality tools. 3+ years of data analyst experience performing data profiling, data mapping, data validation, data m"," Dallas, TX, USA ", Posted 2 days ago
290, Azure Data Engineer Architect - (Synapse Analytics) , Strues Inc ,"Role: IT Architect (Azure Data Engineer architect – Synapse Analytics) (Contractor)  Client: Financial Location: DC Metro Area, Headquarters  Work Auth: GC-EAD, TN, H1B  *H1bs are allowed for this role with 15 years of experience 6 plus architecture and overall 15 years of relevant area experience is required. So strictly looking for senior resources Remote: No (Hybrid) Job Description: Provide technical architecture guidance and expertise in developing, architecting, and maintaining Azure Synap"," McLean, VA, USA ", Posted 2 days ago
291, Senior Data and Analytics Architect , Encora ,"Location:            Dallas TX (Hybrid) Job Title:          Senior Data and Analytics Architect Job Duration:    12 months   Job Description: POSITION SUMMARY This position needs to foster innovative thinking in the cloud-first, data-first paradigms; and very high focus on quality and timeliness of deliverables.This position will serve as a key liaison between Business stakeholders and IT; working closely with business groups to understand their needs and define system requirements through fact "," Dallas, TX, USA ", Posted 31 days ago
292," Azure Data Architect || Farmington, CT (Day 1 Onsite) || Long term Contract ", Sage IT Inc ,"Job title: Azure Data Architect  Location: Farmington, CT (Day 1 Onsite)  Term: Long term Contract and Full Time Job Description:  Key Requirements: An Excellent communicator with 10 + years of Exp and 5+ Years as a BI/Data Azure Solution Architect Expertise in RFPs, POC's, Estimates, Sizing, Scalability, Proposals for BI projects Delivery mind set with POV on Modern DWH tools Like Databricks/Snowflake along and Modern BI tools like Power BI/Qlik  Must have skills: Azure Data Architect, MDM Stra", , Posted 60+ days ago
293, Data Engineer/Architect , Precision Resource Group Limited ,"Responsibilities: Ensure that data systems and datasets meet the needs of the business Find, analyze, and integrate new data sources, both structured and unstructured Build data systems that automatically collect, transform, and combine these data sources into consistent, up-to-date, and high-quality datasets for both human and machine learning use Conduct complex statistical analysis of data and report on the results Detect, diagnose, and correct data quality and reliability issues Optimize dat"," Tampa, FL, USA ", Posted 6 days ago
294, Bulk Data Migration Architect (Windchill) with Medical Device experience ," Stamford Technology Solutions LLC, DBA Infinity ","Bulk Data Migration Architect (Windchill): Windchill Bulk Migration (WBM) Location: Remote ( Whenever required the consultant should travel to the client site (MN) – expenses will be paid) Duration: Long Term Tax Terms:  Full Time/CTH/C2C Interview Process: 2-3 video rounds     Medical devices experience is mandatory.   Bulk Data Migration Architect (Windchill): Windchill Bulk Migration (WBM) 15+ years’ experience as Data Migration Architect with PLM Enterprise Systems, mainly Windchill and Thin", Remote , Posted 2 days ago
295, Data Modeler/Architect , Newt Global ,"Extremely good at CDM, LDM and PDM Worked with Universal Data Modelers (IBM BDW or Teradata FSLDM) will be plus Taxonomy, Canonical data modeling, Data Modeling Normalization -3NF Normalize Data Models from Scratch Metadata Standards Framework (naming, classword) Some experience in Erwin/Magicdraw Data Modeling Tool Working Knowledge of Json Metadata Formats in Data Cataloging and/or data Modeling or Data Governance related projects Domain Knowledge of Wealth Management in Banking Industry is pr", Remote , Posted 9 days ago
296, 100% Remote Data Integration architect With FHIR , Select Source International ,"Develops, tests and maintains code using software development methodology and appropriate technologies for the system being used.Works closely with Business Analysts or System Analyst to develop detail systems design and written test plans for on-line and report application programs.Performs analysis on projects and provides a project plan that shows the tasks needing to be completed and a time estimate for each task.Provides status reports that give a detailed description of the current project", Remote , Posted 1 day ago
297, Direct Hire - Data Platform Architect , Beacon Hill Technologies ,"NOTE: THIS IS A REMOTE POSITION. CANDIDATES NEED TO WORK ON PST HOURS. THIS IS A DIRECT HIRE POSITION. One of our clients in Westlake, California is looking for a Data Platform Architect with the following skills and experience: Top 3-4 Technical Skills Data Architecture: knowing data structures and how to work with modern data systems (data lake, Databricks) Manage data through data modeling (data warehousing) Strong understanding of python & SQL (don't need to code but be able to understand it", Remote , Posted 11 hours ago
298, Geospatial Data Engineer - Architect , Darwin Recruitment ,"Are you a Geospatial data professional with a passion for innovation and a desire to shape the future of the internet? If so, we have an exciting opportunity for you to join a global brand and redefine this century's hottest utility! As the new Geospatial Data Architect, you will play a crucial role in designing and implementing cutting-edge spatial data solutions that will revolutionize the way consumers and businesses interact with the digital world. So if you're ready to unleash your creativi"," Colorado Springs, CO, USA ", Posted 13 days ago
299, Data/Information Architect , Robert Half ,Description Our FAST GROWING client is seeking a Data Architect to join its team in the Kansas City area. This person will report to the Data Governance Manager and will have responsibility for improving the quality of data and be instrumental in the migration to a modern data stack. There are 15 ERP systems that are in the process of being migrated and someone with fantastic documentation skills is called upon to work alongside the engineering team to pull this project to the finish line.  The ," Prairie Village, KS, USA ", Posted 4 days ago
300, Azure Data Engineer Architect Synapse Analytics , Protask Inc ,"Azure Data Engineer architect – Synapse Analytics:  Responsibilities: Provide technical architecture guidance and expertise in developing, architecting, and maintaining Azure Synapse Analytics end to end solution, Azure Databricks, spark pool, and monitoring of high-volume of complex data warehouse and analytical processes. • Experience in designing and architecting end to end Analytics solution in Synapse. • Experience in designing and architecting Change data capture frameworks. • Demonstrable"," Vienna, VA, USA ", Posted 8 days ago
301, Tableau Architect (Data Visualization) - (NO C2C) , eNoah iSolution Inc ,"No C2C. H1 Transfer considerable.   Job Title: Tableau Architect - Data Visualization Location: 100% ( Menlo Park, CA) Duration: 12 Months Contract Responsibilities:          10+ Years of Experience in Data Analysis Bachelor’s (Master's preferred) degree in Computer Science or related fieldMust have good experience with SQL, Tableau and PythonStrong Experience in Data VisualizationStrong data structures & algorithms experienceExperience dealing with data at scaleStrong passion for technology, a ", Remote , Posted 2 days ago
302, Azure Data Engineer architect Synapse Analytics , Turing IT Labs ,"Job Title: IT Architect (Azure Data Engineer architect – Synapse Analytics) Location: Vienna, VA ,Hybrid Duration: 6+ Months Contract    Need to Visit onsite Vienna, VA once OR Twice in a Week .   Responsibilities: Provide technical architecture guidance and expertise in developing, architecting, and maintaining Azure Synapse Analytics end to end solution, Azure Databricks, spark pool, and monitoring of high-volume of complex data warehouse and analytical processes. Experience in designing and a"," Vienna, VA, USA ", Posted 8 days ago
303, Data Modernization Architect L1 , Jefferson Frank ,"Hey I'm a specialist AWS recruiter working on an exciting, cloud-native, rapidly growing Premier AWS Consulting Partner project which is looking to double its headcount over the next 12 to 18 months. The company is an all-in AWS cloud-native services provider focused on helping customers utilize the capabilities of the cloud to achieve Operational Excellence, Security, Reliability, Performance, and Total Cost Optimisation. They are focused on Cloud Migrations, Containers, Servile, Data and Analy"," New York, NY, USA ", Posted 21 days ago
304, Data Quality Architect , IDC Technologies ,"We are in Critical need of Data quality Architect for Fulltime Hire in FT Worth TX Role : Data Quality Architect Location : FT Worth TXDuration : Fulltime HireJob Description : Demonstrated experience implementing any Data Quality applications for both business and technology users across a full development life-cycle.Knowledge of DQ standard, guidelines and best practicesKnowledge of Data Profiling guide lines and best practices.Knowledge of best practices on Process Sequence, Dictionaries, DQ "," Fort Worth, TX, USA ", Posted 2 days ago
305, Google Cloud Platform Data Engineer / Architect ," Techpeople.US, Inc ","Immediate Interview and StartLocation: REMOTE# of Positions: 1Eligibility: OpenClient Name / Domain: Mfg.Bill Rate: $?? per hourEmployment Mode: Contract / Corp-to-CorpContract Duration: 12+ mos. ContractExperience: 15+ yearsSkills: Google Cloud Platform, Hadoop, Hive, Spark, ML, Data Warehouse, Data Store, BigQuery, Google Cloud Platform Platform, CI/CD, Java, Python, GKE Clusters, DevOps Platform, DockerClient is looking for a Google Cloud Platform Data Architect with Google Cloud Platform Cer", Remote , Posted 10 hours ago
306, Data Modernization Architect L1 , Jefferson Frank ,"Hey I'm a specialist AWS recruiter working on an exciting, cloud-native, rapidly growing Premier AWS Consulting Partner project which is looking to double its headcount over the next 12 to 18 months. The company is an all-in AWS cloud-native services provider focused on helping customers utilize the capabilities of the cloud to achieve Operational Excellence, Security, Reliability, Performance, and Total Cost Optimisation. They are focused on Cloud Migrations, Containers, Servile, Data and Analy"," New York, NY, USA ", Posted 29 days ago
307, Sr. Data Architect (Hybrid) , Virginia Housing ,"We’re looking for amazing people! Come join Virginia Housing as a Sr. Data Architect. This important role acts as the main data architecture expert on all data programs, providing direction, guidance, and definition of Virginia Housing’s data architecture and contributes to the development of policies, strategies and best practices. This role also provides the necessary leadership, research, analysis and design related to the development or procurement of modern technology solutions to ensure th"," Richmond, VA, USA ", Posted 60+ days ago
308, Data Engineer/ Architect ," Vision Integration Technologies, Inc. ","Data Engineer/ Architect Direct Hire - Open to H1B transfer Troy, MI (Hybrid) - Open to Remote work Required Experience (must have) Expert SQL Server Development experience (Minimum 8 years’ experience).Strong AWS Experience (Minimum 2+ years’ experience) with AWS lambda functions (Python preferred), AWS databases (Aurora, DynamoDB, or Redshift preferred) and AWS storage services (EC2, S3 preferred).Strong ETL experience, with emphasis on complex transformations and large data sets.Multiple vers"," Troy, MI, USA ", Posted 17 days ago
309, Data Analytics Architect , Wipro Ltd. ,"About Wipro Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients' most complex digital transformation needs.  We leverage our holistic portfolio of capabilities in consulting, design, engineering, operations, and emerging technologies to help clients realize their boldest ambitions and build future-ready, sustainable businesses.  A company recognized globally for its comprehensive "," Tampa, FL, USA ", Posted 23 hours ago
310, Business Intelligence Data Engineer/Architect , Tampa General Hospital ,"Works as a functional team lead of the enterprise BI team. Primary responsible of building Enterprise Data Integration solutions by working on enterprise class data integration initiatives. Responsible for building solutions which are flexible, performant and scalable. Demonstrates subject matter expertise and can integrate domain knowledge with an understanding of overall strategy and impact. Provide data that is accurate, congruent, reliable and is easily accessible. Responsible for educating "," Remote or Tampa, FL, USA ", Posted 9 days ago
311, Data Protection Solution Architect , MergeIT ,"Full Job DescriptionOur enterprise-level client is seeking to add several long-term Data Protection Solution Architects to the team across the country. Please see below for details from the client -- Data Protection Solution Architect Scope Details : Candidate must be willing to travel if necessary 80-100%. Ideal candidate will have-- --IDPA – 5, 8 --Avamar --Data Domain --PPDM --Cyber Recovery nice to have Capabilities prioritization: Configuration skill across DPS suite. Data Domain – implemen", Remote , Posted 30 days ago
312, Data Modeler/Architect , Newt Global ,"Extremely good at CDM ,LDM and PDMWorked with Universal Data Modelers (IBM BDW or Teradata FSLDM)Knowledge in Financial System subject areaTaxonomy , Canonical data modeling, Data Modeling Normalization -3NFNormalise Data Models from ScratchMetadata Standards Framework (naming, classword)In depth knowledge in anyone of modeling tools such as Erwin or Magic Draw or PowerDesigner or Enterprise Architect etc PlusFinancial industry knowledge in lending, risk management, servicing, and risk/regulator", Remote , Posted 31 days ago
313, Data Engineer/Architect (HL7) , Jobot ,"Data Engineer/Architect (Remote, HL7 / FHIR) Needed!  This Jobot Job is hosted by: Stanton Sikorski Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $100,000 - $180,000 per year  A bit about us:  Founded over twenty years ago, we are a federally qualified family of health centers throughout Texas. Our core belief is that providing comprehensive healthcare to those in need is essential to creating healthy families and vibrant communities. We are"," Dallas, TX, USA ", Posted 6 days ago
314, Data Migration Architect (Windchill) , Atika Tech ,"Client: Healthcare Location: Remote ( Whenever required the consultant should travel to the client site (MN)  expenses will be paid) Legal Terms:  USC-EAD/L2-EAD/ EAD/H1B Duration: Long Term Tax Terms:  Full Time/CTH/C2C Interview Process: 2-3 video rounds Medical devices experience is mandatory. Data Migration Architect (Windchill): 15+ years' experience as Data Migration Architect with PLM Enterprise Systems, mainly Windchill and Thingworx. Strong understanding of UDI and other Medical Devices", , Posted 23 days ago
315, Data Infrastructure Architect , Maximus ,"Job Summary Maximus is looking for a Data Infrastructure Architect to support a DoD program in Arlington, VA. The candidate will provide subject matter expertise to the Chief Data Officer (CDO) Directorate and support senior level leadership within the Office of the Deputy Chief Information Officer, Special Access Programs Information Technology (DCIO SAP IT).  Key Responsibilities: Provide strategic advice, counsel, and sound recommendations to support and defend policy decisions, synchronize i"," Arlington, VA, USA ", Posted 5 days ago
316, Data/Information Architect , Robert Half ,"Description Job Summary: Our organization is seeking a highly skilled Data Architect with experience in Oracle data warehousing and Azure cloud services. The successful candidate will be responsible for designing, building, and maintaining efficient and scalable data architectures that support the organization's analytical needs. The role requires expertise in Oracle data warehousing technologies and experience in implementing data solutions in the Azure cloud environment.  Key Responsibilities:"," Durham, NC, USA ", Posted 18 days ago
317, Data Analytics Architect , Wipro Ltd. ,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients' most complex digital transformation needs. We leverage our holistic portfolio of capabilities in consulting, design, engineering, operations, and emerging technologies to help clients realize their boldest ambitions and build future-ready, sustainable businesses. A company recognized globally for its comprehensive portfolio of s"," Tampa, FL, USA ", Posted 5 days ago
