title,company,skills,city,state,type,salary,salary_type,salary_min,salary_max,salary_median,posted_date,origin
Data Scientist,"Engage Partners, Inc.","Data Scientist, Python, Analytical Skills, ML, Azure, AWS",New York,NY,Onsite,"$150,000 - $175,000",yearly,150000,175000,162500,3/28/2023,dice.com
Data Scientist,SA Technologies Inc,"BQ, C+, C++",,,Remote,Depends on Experience,,,,,4/14/2023,dice.com
Data Scientist,Randstad Technologies,Principal Data Scientist / ML Engineer,Santa Ana,CA,Onsite,"USD125,000 - USD218,000",yearly,125000,218000,171500,4/7/2023,dice.com
Data Scientist,Chabez Tech LLC,ML,Santa Clara,CA,Onsite,Depends on Experience,,,,,3/28/2023,dice.com
Data Scientist,Talent Navigation Experts,Data Science,Denver,CO,Onsite,"$105,000 - $160,000",yearly,105000,160000,132500,4/10/2023,dice.com
Data Scientist,IT Solutions,"Data Analyst, Developer, Data Scientist, Creating Statistical or Machine Models",,,Onsite,$Open,,,,,3/30/2023,dice.com
Data Scientist,Atyeti,"Data Scientist, AI, Deep Learning, Python, Numpy, ML, Predictive Modelling, Spark, ETL, Team Lead",Washington,DC,Onsite,Depends on Experience,,,,,4/12/2023,dice.com
Data Scientist,Carman Solutions Group,ML,,,Onsite,Up to $60,hourly,,60,60,3/22/2023,dice.com
Data Scientist,"Esolvit, Inc.","Azure, Azure Databricks",,,Remote,$80 - $90,yearly,80000,90000,85000,4/12/2023,dice.com
Data Scientist,"SoftHQ, Inc.",AWS,,,Remote,,,,,,4/14/2023,dice.com
Data Scientist,"Softworld, Inc.","Data Scientist, ML, Python, Pandas, Scikit Learn, AWS, MLops, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python",,,Onsite,,,,,,4/6/2023,dice.com
Data Scientist,"Softworld, Inc.","Data Scientist, ML, Python, Pandas, Scikit Learn, AWS, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python",,,Onsite,,,,,,4/5/2023,dice.com
Data Scientist,Smith & Associates,SQL,Houston,TX,Onsite,Depends on Experience,,,,,3/24/2023,dice.com
Data Scientist,"ORS Partners, LLC",Big Data,Colorado Springs,CO,Onsite,"$100,000 - $140,000",yearly,100000,140000,120000,3/27/2023,dice.com
Data Scientist,Spar Information Systems,"Python, ML",Sunnyvale,CA,Onsite,,,,,,4/14/2023,dice.com
Data Scientist,Xcelo Group Inc,,Dallas,TX,Onsite,,,,,,4/4/2023,dice.com
Data Scientist,"TSR Consulting Services, Inc.","Python, Matlab, Oracle, SQL, Consulting",Princeton,NJ,Onsite,,,,,,4/13/2023,dice.com
Data Scientist,Maddisoft,,Houston,TX,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington,DC,Onsite,$70 - $80,yearly,70000,80000,75000,4/10/2023,dice.com
Data Scientist,Motion Recruitment,,Columbus,OH,Onsite,,,,,,3/21/2023,dice.com
Data Scientist,Robert Half,"Python, Mathematical",Johnston,IA,Onsite,,,,,,4/4/2023,dice.com
Data Scientist,Info Dinamica Inc,"ML, Image Filtering, BInary Morphology, Perspective / Affine Transformation, Edge Detection, Tracking., Regression, Unsupervised Learning, Pca.",Santa Clara,CA,Onsite,,,,,,3/28/2023,dice.com
Data Scientist,Motion Recruitment,,Columbus,OH,Onsite,,,,,,3/21/2023,dice.com
Data Scientist,"SystemDomain, Inc.",,Hartford,CT,Onsite,,,,,,3/9/2023,dice.com
Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,Onsite,,,,,,3/30/2023,dice.com
Data Scientist,Software Guidance & Assistance,,San Francisco,CA,Onsite,$90.0 - $105.0,yearly,90000,105000,97500,3/9/2023,dice.com
Data Scientist,Motion Recruitment,,Watertown,MA,Onsite,,,,,,4/8/2023,dice.com
Data Scientist,Albany Medical Center,"['statistics', 'Research', 'IT', 'Access']",Albany,NY,Remote,"$80,151 - $132,249",yearly,"80,151.00","132,249.00","$106,200.00 ",,Indeed.com
Data Scientist,The Josef Group Inc.,"['Python', 'SAS']",Annapolis Junction,MD,,"$150,000 - $240,000",yearly,"150,000.00","240,000.00","$195,000.00 ",,Indeed.com
Data Scientist,DreamBox Learning,"['statistics', 'problem-solving', 'Engineering', 'SQL', 'Python', 'Tableau']",Bellevue,WA,Remote,"$82,920 - $116,990",yearly,"82,920.00","116,990.00","$99,955.00 ",,Indeed.com
Data Scientist,"Wi-Tronix, LLC","['AI', 'Analysis', 'Research', 'Python', 'SQL']",Bolingbrook,IL,Hybrid,"$100,000 - $150,000",yearly,"100,000.00","150,000.00","$125,000.00 ",,Indeed.com
Data Scientist,The Trade Desk,[],Boulder,CO,,"$84,550 - $207,585",yearly,"84,550.00","207,585.00","$146,067.50 ",,Indeed.com
Data Scientist,Sardine,"['ML', 'Python', 'Engineering', 'Airflow', 'GCP', 'Ruby']",,CA,Remote,"$160,000 - $200,000",yearly,"160,000.00","200,000.00","$180,000.00 ",,Indeed.com
Data Scientist,Salesforce,"['Python', 'Spark']",,CA,,"$156,800 - $215,600",yearly,"156,800.00","215,600.00","$186,200.00 ",,Indeed.com
Data Scientist,Philo,"['problem-solving', 'AWS', 'Glue', 'SQL', 'Python', 'statistics', 'Sagemaker']",Cambridge,MA,,"$160,000 - $210,000",yearly,"160,000.00","210,000.00","$185,000.00 ",,Indeed.com
Data Scientist,Eclaro,"['Python', 'AWS', 'CI/CD', 'SQL']",Cambridge,MA,,$83 - $88,hourly,83,88,$85.50 ,,Indeed.com
Data Scientist,f5,"['Security', 'Python', 'SQL']",Charlotte,NC,Remote,"$145,908 - $218,862",yearly,"145,908.00","218,862.00","$182,385.00 ",,Indeed.com
Data Scientist,GEICO,"['IT', 'statistics', 'Python', 'Spark', 'Snowflake', 'AWS', 'Azure', 'GCP', 'ML']",Chevy Chase,MD,Hybrid,"$100,000 - $204,500",yearly,"100,000.00","204,500.00","$152,250.00 ",,Indeed.com
Data Scientist,Hopper,"['problem-solving', 'Docker', 'Kubernetes', 'Cloud', 'Python', 'SQL', 'Tableau', 'Access']",Chicago,IL,Remote,"$180,000 - $210,000",yearly,"180,000.00","210,000.00","$195,000.00 ",,Indeed.com
Data Scientist,PayPal,"['SQL', 'Python', 'statistics', 'problem-solving']",Chicago,IL,,"$84,500 - $204,600",yearly,"84,500.00","204,600.00","$144,550.00 ",,Indeed.com
Data Scientist,Procter & Gamble,"['Research', 'Engineering', 'ML', 'Python', 'SQL', 'GCP', 'Azure', 'AWS']",Cincinnati,OH,,"$146,000 - $172,000",yearly,"146,000.00","172,000.00","$159,000.00 ",,Indeed.com
Data Scientist,Jacobs,"['Research', 'Java', 'Microsoft', 'AWS', 'Kafka', 'SQL', 'Python', 'Ruby', 'Security']",Colorado Springs,CO,Remote,"$185,300 - $195,300",yearly,"185,300.00","195,300.00","$190,300.00 ",,Indeed.com
Data Scientist,US Naval Special Warfare Command,"['ML', 'Python', 'statistics']",Coronado,CA,Remote,"$93,858 - $122,016",yearly,"93,858.00","122,016.00","$107,937.00 ",,Indeed.com
Data Scientist,Warner Bros. Discovery,"['statistics', 'SQL', 'Excel']",Culver City,CA,,"$122,504 - $227,508",yearly,"122,504.00","227,508.00","$175,006.00 ",,Indeed.com
Data Scientist,Ignite Fueling Innovation,"['Python', 'Tableau', 'problem-solving', 'Security']",Dayton,OH,,"$75,000 - $175,000",yearly,"75,000.00","175,000.00","$125,000.00 ",,Indeed.com
Data Scientist,"Cleerly, Inc.","['Engineering', 'Research', 'Analysis', 'Python']",Denver,CO,Remote,"$150,000 - $278,500",yearly,"150,000.00","278,500.00","$214,250.00 ",,Indeed.com
Data Scientist,Pairwise,"['Research', 'Python', 'AWS', 'Docker']",Durham,NC,Remote,"120,000.00",yearly,"120,000.00",,"$120,000.00 ",,Indeed.com
Data Scientist,"Asset Marketing Services, LLC","['Microsoft', 'Tableau', 'Python', 'SQL', 'ETL', 'Azure', 'SSIS', 'NoSQL']",Eagan,MN,Hybrid,"$79,776 - $182,106",yearly,"79,776.00","182,106.00","$130,941.00 ",,Indeed.com
Data Scientist,Leidos,"['Analysis', 'statistics', 'problem-solving', 'Research', 'Engineering', 'Python']",Fort Meade,MD,,"$78,000 - $162,000",yearly,"78,000.00","162,000.00","$120,000.00 ",,Indeed.com
Data Scientist,Lam Research,"['Python', 'Research']",Fremont,CA,,"$126,000 - $270,000",yearly,"126,000.00","270,000.00","$198,000.00 ",,Indeed.com
Data Scientist,iCapital,"['NLP', 'OCR', 'Research', 'Ruby', 'SQL', 'NoSQL', 'CI/CD', 'AWS', 'Azure', 'GCP', 'Github', 'Kaggle', 'Python', 'Matlab', 'Tensorflow']",Greenwich,CT,,"$120,000 - $150,000",yearly,"120,000.00","150,000.00","$135,000.00 ",,Indeed.com
Data Scientist,"The Travelers Companies, Inc.","['AI', 'ML', 'Regression', 'statistics']",Hartford,CT,,"$164,600 - $271,500",yearly,"164,600.00","271,500.00","$218,050.00 ",,Indeed.com
Data Scientist,Numero Data,"['IT', 'Analysis', 'Python', 'Tableau', 'SQL', 'Oracle']",Herndon,VA,Remote,"$75,000 - $90,000",yearly,"75,000.00","90,000.00","$82,500.00 ",,Indeed.com
Data Scientist,Caterpillar,"['Engineering', 'Python', 'Pandas', 'Snowflake', 'SQL', 'statistics']",,IL,Remote,"$91,896 - $137,844",yearly,"91,896.00","137,844.00","$114,870.00 ",,Indeed.com
Data Scientist,Kraft Heinz Company,"['Python', 'Snowflake']",,IL,Remote,"$83,400 - $104,200",yearly,"83,400.00","104,200.00","$93,800.00 ",,Indeed.com
Data Scientist,General Dynamics Information Technology,"['statistics', 'Excel']",,IN,Remote,"$132,000 - $198,000",yearly,"132,000.00","198,000.00","$165,000.00 ",,Indeed.com
Data Scientist,General Dynamics Information Technology,"['SAS', 'researching', 'Microsoft', 'Excel', 'Python', 'Snowflake', 'SQL', 'AWS', 'Jira', 'Tableau', 'problem-solving']",,IN,Remote,"$85,600 - $128,400",yearly,"85,600.00","128,400.00","$107,000.00 ",,Indeed.com
Data Scientist,"Bio-Rad Laboratories, Inc.","['KPI', 'SQL', 'statistics', 'Python', 'Java', 'Scala', 'Tableau', 'Snowflake', 'Microsoft', 'Azure', 'Cloud', 'Hadoop', 'Hive', 'Spark']",Irvine,CA,,"$99,700 - $137,100",yearly,"99,700.00","137,100.00","$118,400.00 ",,Indeed.com
Data Scientist,Comcast,"['Engineering', 'Python', 'researching', 'Spark', 'problem-solving', 'Java', 'Cloud', 'AWS', 'Azure']",Irvine,CA,,"$151,977 - $227,965",yearly,"151,977.00","227,965.00","$189,971.00 ",,Indeed.com
Data Scientist,Novo Nordisk,"['AI', 'Research', 'Python', 'ML', 'IT', 'Matlab', 'AWS']",Lexington,MA,,"$150,000 - $200,000",yearly,"150,000.00","200,000.00","$175,000.00 ",,Indeed.com
Data Scientist,Webstaurant Store,"['statistics', 'Cloud', 'AWS', 'Python', 'SQL', 'Access']",Lititz,PA,Remote,"$140,000 - $150,000",yearly,"140,000.00","150,000.00","$145,000.00 ",,Indeed.com
Data Scientist,Webstaurant Store,"['statistics', 'Python', 'SQL', 'Cloud', 'Access']",Lititz,PA,Remote,"$70,000 - $110,000",yearly,"70,000.00","110,000.00","$90,000.00 ",,Indeed.com
Data Scientist,Grindr,"['SQL', 'Python', 'Tableau', 'statistics', 'problem-solving']",Los Angeles,CA,Remote,"$165,000 - $210,000",yearly,"165,000.00","210,000.00","$187,500.00 ",,Indeed.com
Data Scientist,AE Studio,"['problem-solving', 'statistics', 'Scrum', 'JavaScript']",Los Angeles,CA,Remote,"$120,000 - $220,000",yearly,"120,000.00","220,000.00","$170,000.00 ",,Indeed.com
Data Scientist,Akoya Biosciences,"['integrity', 'Python', 'AWS', 'SQL']",Menlo Park,CA,,"$125,000 - $165,000",yearly,"125,000.00","165,000.00","$145,000.00 ",,Indeed.com
Data Scientist,Vericast,"['Engineering', 'ML', 'Python', 'Spark']",Morrisville,NC,Remote,"$160,000 - $175,000",yearly,"160,000.00","175,000.00","$167,500.00 ",,Indeed.com
Data Scientist,TikTok,"['Security', 'Engineering', 'SQL', 'ETL', 'Python']",Mountain View,CA,,"$144,000 - $240,000",yearly,"144,000.00","240,000.00","$192,000.00 ",,Indeed.com
Data Scientist,Lily AI,"['AI', 'NLP', 'Engineering', 'statistics', 'SQL', 'Python', 'Tableau']",Mountain View,CA,,"$140,000 - $210,000",yearly,"140,000.00","210,000.00","$175,000.00 ",,Indeed.com
Data Scientist,Waymo,"['integrity', 'Engineering', 'SQL', 'Python', 'Access']",Mountain View,CA,Hybrid,"$162,000 - $201,000",yearly,"162,000.00","201,000.00","$181,500.00 ",,Indeed.com
Data Scientist,ByteDance,"['Research', 'ETL', 'Tableau', 'Excel']",Mountain View,CA,,"$153,000 - $296,000",yearly,"153,000.00","296,000.00","$224,500.00 ",,Indeed.com
Data Scientist,TikTok,"['Research', 'ETL']",Mountain View,CA,,"$153,000 - $296,000",yearly,"153,000.00","296,000.00","$224,500.00 ",,Indeed.com
Data Scientist,ByteDance,"['Engineering', 'Research', 'SQL', 'Python']",Mountain View,CA,,"$153,000 - $296,000",yearly,"153,000.00","296,000.00","$224,500.00 ",,Indeed.com
Data Scientist,Khan Academy,"['statistics', 'SQL', 'Python']",Mountain View,CA,,"$140,000 - $170,000",yearly,"140,000.00","170,000.00","$155,000.00 ",,Indeed.com
Data Scientist,Verizon,"['AI', 'ML', 'Regression', 'SQL', 'SPSS', 'Tableau', 'Engineering', 'Research', 'integrity']",New York,NY,,"$117,000 - $217,000",yearly,"117,000.00","217,000.00","$167,000.00 ",,Indeed.com
Data Scientist,CVS Health,"['Hadoop', 'Python', 'SQL', 'Tableau', 'Azure', 'GCP', 'AWS']",New York,NY,,"128,087.00",yearly,"128,087.00",,"$128,087.00 ",,Indeed.com
Data Scientist,CVS Health,"['Hadoop', 'Python', 'Tableau']",New York,NY,,"153,113.00",yearly,"153,113.00",,"$153,113.00 ",,Indeed.com
Data Scientist,Ntropy Network,"['Python', 'Pandas', 'SQL', 'Kaggle', 'statistics', 'AWS', 'GCP', 'ML']",New York,NY,Remote,"130,000.00",yearly,"130,000.00",,"$130,000.00 ",,Indeed.com
Data Scientist,NYC Health + Hospitals,"['IT', 'Python', 'SQL', 'Excel']",New York,NY,Hybrid,"$61,000 - $85,000",yearly,"61,000.00","85,000.00","$73,000.00 ",,Indeed.com
Data Scientist,UBS,"['IT', 'excel', 'AI', 'Python', 'SQL', 'Spark', 'Azure']",New York,NY,,"$225,000 - $300,000",yearly,"225,000.00","300,000.00","$262,500.00 ",,Indeed.com
Data Scientist,Nova Credit,"['researching', 'Python', 'SQL', 'Research']",New York,NY,Remote,"$148,000 - $203,000",yearly,"148,000.00","203,000.00","$175,500.00 ",,Indeed.com
Data Scientist,CVS Health,"['Python', 'SAS', 'SQL', 'problem-solving', 'Engineering']",New York,NY,,"$115,000 - $230,000",yearly,"115,000.00","230,000.00","$172,500.00 ",,Indeed.com
Data Scientist,The Daily Beast,"['statistics', 'SQL', 'Python', 'AWS', 'Tableau', 'Access']",New York,NY,Remote,"$115,000 - $135,000",yearly,"115,000.00","135,000.00","$125,000.00 ",,Indeed.com
Data Scientist,Level,"['Python', 'Cloud', 'GCP', 'AWS', 'Kubernetes', 'Security']",New York,NY,Remote,"170,000.00",yearly,"170,000.00",,"$170,000.00 ",,Indeed.com
Data Scientist,SCFF LLC,"['SQL', 'Hadoop', 'Spark', 'Python', 'problem-solving']",New York,NY,Hybrid,"$150,000 - $180,000",yearly,"150,000.00","180,000.00","$165,000.00 ",,Indeed.com
Data Scientist,Conde Nast,"['Engineering', 'NLP', 'Python', 'Spark']",New York,NY,,"$150,000 - $200,000",yearly,"150,000.00","200,000.00","$175,000.00 ",,Indeed.com
Data Scientist,1010data,"['Airflow', 'Spark', 'Python', 'NLP', 'ML', 'Engineering', 'Docker', 'Scala']",New York,NY,Remote,"$130,000 - $145,000",yearly,"130,000.00","145,000.00","$137,500.00 ",,Indeed.com
Data Scientist,Nanit,"['KPI', 'Python', 'SQL', 'Tableau']",New York,NY,Hybrid,"$115,000 - $120,000",yearly,"115,000.00","120,000.00","$117,500.00 ",,Indeed.com
Data Scientist,Chief,"['AWS', 'statistics', 'SQL', 'Access']",New York,NY,Remote,"205,000.00",yearly,"205,000.00",,"$205,000.00 ",,Indeed.com
Data Scientist,Valo Health,"['Python', 'Java', 'problem-solving', 'JavaScript', 'AWS', 'ML']",New York,NY,,"$146,216 - $184,800",yearly,"146,216.00","184,800.00","$165,508.00 ",,Indeed.com
Data Scientist,Capital Management Fund,"['IT', 'Research', 'Python', 'Pandas', 'Spark', 'AWS']",New York,NY,,$97 - $115,hourly,97,115,$106.00 ,,Indeed.com
Data Scientist,National Funding,"['statistics', 'Python', 'SQL', 'Tableau', 'Regression', 'Cloud', 'AI']",New York,NY,Hybrid,"$130,000 - $170,000",yearly,"130,000.00","170,000.00","$150,000.00 ",,Indeed.com
Data Scientist,Millennium Management LLC,"['Python', 'Engineering', 'SQL', 'AWS', 'Spark', 'Airflow', 'Sagemaker', 'Kafka', 'Athena']",New York,NY,,"$150,000 - $200,000",yearly,"150,000.00","200,000.00","$175,000.00 ",,Indeed.com
Data Scientist,Tempus,"['AI', 'Python', 'integrity', 'SQL']",New York,NY,,"$120,000 - $160,000",yearly,"120,000.00","160,000.00","$140,000.00 ",,Indeed.com
Data Scientist,Prudential,"['AI', 'ML', 'Python', 'SQL', 'Java', 'Scala', 'Engineering', 'NoSQL', 'AWS', 'Cloud', 'statistics', 'Tableau', 'Excel']",Newark,NJ,Hybrid,"$168,600 - $228,000",yearly,"168,600.00","228,000.00","$198,300.00 ",,Indeed.com
Data Scientist,Kaiser Permanente,"['AI', 'statistics', 'Engineering', 'Tableau', 'Python', 'SQL', 'Excel']",Oakland,CA,,"$137,200 - $177,540",yearly,"137,200.00","177,540.00","$157,370.00 ",,Indeed.com
Data Scientist,OSF HealthCare,"['Python', 'SQL']",Peoria,IL,Hybrid,"$88,420 - $104,041",yearly,"88,420.00","104,041.00","$96,230.50 ",,Indeed.com
Data Scientist,Hanna Andersson,"['problem-solving', 'SQL', 'Python', 'Tableau', 'Adobe']",Portland,OR,Remote,"$115,000 - $125,000",yearly,"115,000.00","125,000.00","$120,000.00 ",,Indeed.com
Data Scientist,UNFI,"['Python', 'SQL', 'Alteryx', 'ML']",Providence,RI,,"$80,000 - $149,500",yearly,"80,000.00","149,500.00","$114,750.00 ",,Indeed.com
Data Scientist,Blue Cross & Blue Shield of Rhode Island,"['Research', 'statistics', 'integrity', 'Python', 'SAS', 'SQL', 'problem-solving']",Providence,RI,Remote,"$88,100 - $132,100",yearly,"88,100.00","132,100.00","$110,100.00 ",,Indeed.com
Data Scientist,Vericast,['Engineering'],Raleigh,NC,Remote,"$215,000 - $235,000",yearly,"215,000.00","235,000.00","$225,000.00 ",,Indeed.com
Data Scientist,Infinity Quest,"['SQL', 'Hive', 'Python', 'Microsoft']",Redmond,WA,,70,hourly,70,,$70.00 ,,Indeed.com
Data Scientist,US Nuclear Regulatory Commission,"['statistics', 'Tableau', 'JavaScript', 'Java', 'Python', 'SQL']",Rockville,MD,,"$132,368 - $172,075",yearly,"132,368.00","172,075.00","$152,221.50 ",,Indeed.com
Data Scientist,Apolis,"['AI', 'ML', 'Python', 'AWS', 'Sagemaker', 'SQL']",Saint Louis,MI,,Up to $70,hourly,,70,$70.00 ,,Indeed.com
Data Scientist,Metropolitan Council,"['Research', 'Tableau', 'statistics', 'Microsoft', 'Excel', 'Python', 'SQL', 'Adobe']",Saint Paul,MN,Remote,"$72,176 - $108,909",yearly,"72,176.00","108,909.00","$90,542.50 ",,Indeed.com
Data Scientist,National Funding,"['statistics', 'Python', 'SQL', 'AWS']",San Diego,CA,Hybrid,"$108,000 - $170,000",yearly,"108,000.00","170,000.00","$139,000.00 ",,Indeed.com
Data Scientist,Brilliant,"['SQL', 'Tableau', 'Python', 'statistics', 'ML']",San Francisco,CA,Remote,"$150,000 - $195,000",yearly,"150,000.00","195,000.00","$172,500.00 ",,Indeed.com
Data Scientist,Verikai,"['Python', 'Excel']",San Francisco,CA,Remote,"$154,000 - $174,000",yearly,"154,000.00","174,000.00","$164,000.00 ",,Indeed.com
Data Scientist,Homeward,"['Python', 'Scala', 'SQL', 'Tableau']",San Francisco,CA,,"$120,000 - $150,000",yearly,"120,000.00","150,000.00","$135,000.00 ",,Indeed.com
Data Scientist,Woodruff Sawyer,"['SQL', 'Python', 'Excel', 'Tableau']",San Francisco,CA,Remote,"$83,270 - $138,784",yearly,"83,270.00","138,784.00","$111,027.00 ",,Indeed.com
Data Scientist,ironSource,"['Python', 'SQL', 'Kafka']",San Francisco,CA,Remote,"$140,000 - $155,000",yearly,"140,000.00","155,000.00","$147,500.00 ",,Indeed.com
Data Scientist,Grammarly,"['statistics', 'SQL', 'Python', 'Scala']",San Francisco,CA,Hybrid,"$169,000 - $202,000",yearly,"169,000.00","202,000.00","$185,500.00 ",,Indeed.com
Data Scientist,ABN Tech Corp,"['Python', 'Pandas', 'Engineering']",San Francisco,CA,,$70 - $80,hourly,70,80,$75.00 ,,Indeed.com
Data Scientist,Invitae,"['SQL', 'Excel', 'Python', 'problem-solving']",San Francisco,CA,Remote,"$137,600 - $171,900",yearly,"137,600.00","171,900.00","$154,750.00 ",,Indeed.com
Data Scientist,Udemy,"['AI', 'statistics', 'SQL', 'Python', 'Scala', 'Hadoop', 'Spark']",San Francisco,CA,Remote,"$134,000 - $231,000",yearly,"134,000.00","231,000.00","$182,500.00 ",,Indeed.com
Data Scientist,TikTok,"['Python', 'SQL', 'problem-solving']",San Jose,CA,,"$167,111 - $312,444",yearly,"167,111.00","312,444.00","$239,777.50 ",,Indeed.com
Data Scientist,First American Financial Corporation,"['AI', 'NLP', 'MDM', 'AWS', 'Sagemaker', 'Python', 'SQL', 'Glue', 'Docker']",Santa Ana,CA,Remote,"$94,800 - $241,800",yearly,"94,800.00","241,800.00","$168,300.00 ",,Indeed.com
Data Scientist,Anser Advisory,"['Engineering', 'SQL', 'Python', 'Java', 'Tableau', 'Hadoop']",Santa Ana,CA,Hybrid,"$90,000 - $105,000",yearly,"90,000.00","105,000.00","$97,500.00 ",,Indeed.com
Data Scientist,A-Alpha Bio,"['statistics', 'Python', 'Pandas']",Seattle,WA,Remote,"$135,000 - $159,000",yearly,"135,000.00","159,000.00","$147,000.00 ",,Indeed.com
Data Scientist,LPL Financial,"['SQL', 'Tableau', 'Alteryx', 'Analysis', 'Python']",,SC,,"$112,720 - $169,080",yearly,"112,720.00","169,080.00","$140,900.00 ",,Indeed.com
Data Scientist,Federal Reserve Bank of St. Louis,"['Research', 'Engineering', 'problem-solving', 'SQL', 'SAS', 'Python', 'Microsoft']",St. Louis,MO,,"$94,000 - $105,000",yearly,"94,000.00","105,000.00","$99,500.00 ",,Indeed.com
Data Scientist,Unilever,"['statistics', 'Python', 'SQL', 'NoSQL', 'MongoDB', 'Azure', 'AWS', 'GCP', 'problem-solving']",Trumbull,CT,,"$67,000 - $100,500",yearly,"67,000.00","100,500.00","$83,750.00 ",,Indeed.com
Data Scientist,Navy Federal Credit Union,"['IT', 'Python', 'Scala', 'Spark', 'Engineering', 'Microsoft', 'Tableau', 'Access', 'Excel', 'Analysis', 'SQL', 'Azure', 'ML', 'Hadoop', 'AWS', 'Cloud', 'ETL', 'Security']",Vienna,VA,Hybrid,"$87,800 - $185,200",yearly,"87,800.00","185,200.00","$136,500.00 ",,Indeed.com
Data Scientist,US Federal Aviation Administration,"['AI', 'IT', 'statistics']",Wallops Island,VA,,"$49,773 - $77,155",yearly,"49,773.00","77,155.00","$63,464.00 ",,Indeed.com
Data Scientist,US Defense Intelligence Agency,"['Security', 'ETL', 'SQL', 'statistics']",Washington,DC,,"$112,015 - $145,617",yearly,"112,015.00","145,617.00","$128,816.00 ",,Indeed.com
Data Scientist,Booz Allen Hamilton,"['integrity', 'Python', 'Docker', 'Tableau']",Washington,DC,Hybrid,"$73,100 - $166,000",yearly,"73,100.00","166,000.00","$119,550.00 ",,Indeed.com
Data Scientist,MissionWired,"['Python', 'Pandas', 'AWS']",Washington,DC,,"$75,000 - $90,000",yearly,"75,000.00","90,000.00","$82,500.00 ",,Indeed.com
Data Scientist,CEDARS-SINAI,"['Research', 'statistics', 'Python', 'SQL']",West Hollywood,CA,,$45.56 - $77.45,hourly,45.56,77.45,$61.51 ,,Indeed.com
Data Scientist,Match Group,"['AI', 'ML', 'Engineering', 'SQL', 'Tableau', 'Python']",West Hollywood,CA,Hybrid,"$145,000 - $170,000",yearly,"145,000.00","170,000.00","$157,500.00 ",,Indeed.com
Data Scientist,Augray,"['ML', 'Research', 'AI', 'NLP', 'Engineering', 'statistics', 'Python', 'SQL']",Brookfield,WI,Remote,"$55,000 - $60,000",yearly,"55,000.00","60,000.00","$57,500.00 ",,Indeed.com
Data Scientist,Oscar Health,"['Python', 'SQL']",New York,NY,Remote,"$115,360 - $151,410",yearly,"115,360.00","151,410.00","$133,385.00 ",,Indeed.com
Data Scientist,Eppo,"['ML', 'Snowflake', 'excel', 'SQL', 'statistics']",,,Remote,"$150,000 - $174,000",yearly,"150,000.00","174,000.00","$162,000.00 ",,Indeed.com
Data Scientist,Net2Aspire,['Tableau'],,,Remote,"$65,000 - $80,000",yearly,"65,000.00","80,000.00","$72,500.00 ",,Indeed.com
Data Scientist,USDA,[],,,Remote,"$98,496 - $158,432",yearly,"98,496.00","158,432.00","$128,464.00 ",,Indeed.com
Data Scientist,OBMedia,"['Analysis', 'ML']",,,Remote,"$160,000 - $230,000",yearly,"160,000.00","230,000.00","$195,000.00 ",,Indeed.com
Data Scientist,Mutual of Omaha,"['statistics', 'SQL', 'Python', 'problem-solving']",,,Remote,"$72,000 - $114,000",yearly,"72,000.00","114,000.00","$93,000.00 ",,Indeed.com
Data Scientist,HCRM Consulting Corp,"['statistics', 'Python', 'SQL', 'Spark']",,,Remote,$50.70 - $63.46,hourly,50.7,63.46,$57.08 ,,Indeed.com
Data Scientist,"Gametime United, Inc.","['SQL', 'Python', 'problem-solving']",,United States,,"$115,000 - $130,000",yearly,"115,000.00","130,000.00","$122,500.00 ",,Indeed.com
Data Scientist,TELLUS SOLUTIONS,"['Security', 'Engineering', 'Research', 'Python', 'Spark', 'Scala', 'SQL']",,,Remote,Up to $82.14,hourly,,82.14,$82.14 ,,Indeed.com
Data Scientist,"WhirlWind Technologies, LLC","['AI', 'IT', 'ML', 'Python', 'Java', 'Scala', 'Engineering', 'problem-solving']",,,Remote,"$86,000 - $110,000",yearly,"86,000.00","110,000.00","$98,000.00 ",,Indeed.com
Data Scientist,Advance Local,"['statistics', 'problem-solving']",,,Remote,"$120,000 - $140,000",yearly,"120,000.00","140,000.00","$130,000.00 ",,Indeed.com
Data Scientist,Honor,"['Research', 'Python', 'NLP', 'statistics']",,,Remote,"$185,000 - $215,000",yearly,"185,000.00","215,000.00","$200,000.00 ",,Indeed.com
Data Scientist,Alo Yoga,"['statistics', 'ML', 'Python', 'SQL', 'AWS', 'Azure', 'Engineering']",Beverly Hills,CA,,"$160,000 - $200,000",yearly,"160,000.00","200,000.00","$180,000.00 ",,Indeed.com
Data Scientist,Polco,"['statistics', 'SQL', 'Python', 'problem-solving', 'Tableau', 'ETL', 'Github']",,,Remote,"$80,000 - $110,000",yearly,"80,000.00","110,000.00","$95,000.00 ",,Indeed.com
Data Scientist,Radian,"['Analysis', 'Python', 'SAS', 'AWS', 'Spark', 'problem-solving']",New York,NY,,"$77,500 - $124,200",yearly,"77,500.00","124,200.00","$100,850.00 ",,Indeed.com
